time,T_gasIn.T,T_gasOut.T,T_waterOut.T,T_waterIn.T,T_gasIn.inlet.m_flow,T_waterIn.inlet.m_flow
1205,350.264,346.241,319.21,295.307,1.10088,0.083115
1206,350.33,346.302,319.236,295.307,1.10123,0.083115
1206,350.33,346.302,319.236,295.307,1.10123,0.083115
1210,350.594,346.543,319.342,295.307,1.10263,0.083115
1210,350.594,346.543,319.342,295.307,1.10263,0.083115
1211,350.66,346.604,319.369,295.307,1.10298,0.083115
1211,350.66,346.604,319.369,295.307,1.10298,0.083115
1215,350.924,346.845,319.476,295.307,1.10438,0.083115
1215,350.924,346.845,319.476,295.307,1.10438,0.083115
1216,350.99,346.906,319.503,295.307,1.10473,0.083115
1216,350.99,346.906,319.503,295.307,1.10473,0.083115
1220,351.254,347.147,319.612,295.307,1.10614,0.083115
1220,351.254,347.147,319.612,295.307,1.10614,0.083115
1221,351.32,347.208,319.639,295.307,1.10649,0.083115
1221,351.32,347.208,319.639,295.307,1.10649,0.083115
1225,351.584,347.449,319.75,295.307,1.10789,0.083115
1225,351.584,347.449,319.75,295.307,1.10789,0.083115
1226,351.65,347.51,319.778,295.307,1.10824,0.083115
1226,351.65,347.51,319.778,295.307,1.10824,0.083115
1230,351.914,347.751,319.89,295.307,1.10964,0.083115
1230,351.914,347.751,319.89,295.307,1.10964,0.083115
1231,351.98,347.812,319.918,295.307,1.10999,0.083115
1231,351.98,347.812,319.918,295.307,1.10999,0.083115
1235,352.244,348.054,320.032,295.307,1.1114,0.083115
1235,352.244,348.054,320.032,295.307,1.1114,0.083115
1236,352.31,348.114,320.061,295.307,1.11175,0.083115
1236,352.31,348.114,320.061,295.307,1.11175,0.083115
1240,352.574,348.356,320.177,295.307,1.11315,0.083115
1240,352.574,348.356,320.177,295.307,1.11315,0.083115
1241,352.64,348.416,320.206,295.307,1.1135,0.083115
1241,352.64,348.416,320.206,295.307,1.1135,0.083115
1245,352.903,348.658,320.324,295.307,1.1149,0.083115
1245,352.903,348.658,320.324,295.307,1.1149,0.083115
1246,352.969,348.718,320.353,295.307,1.11525,0.083115
1246,352.969,348.718,320.353,295.307,1.11525,0.083115
1250,353.233,348.96,320.473,295.307,1.11666,0.083115
1250,353.233,348.96,320.473,295.307,1.11666,0.083115
1251,353.299,349.021,320.503,295.307,1.11701,0.083115
1251,353.299,349.021,320.503,295.307,1.11701,0.083115
1255,353.563,349.262,320.625,295.307,1.11841,0.083115
1255,353.563,349.262,320.625,295.307,1.11841,0.083115
1256,353.629,349.323,320.656,295.307,1.11876,0.083115
1256,353.629,349.323,320.656,295.307,1.11876,0.083115
1260,353.893,349.565,320.78,295.307,1.12016,0.083115
1260,353.893,349.565,320.78,295.307,1.12016,0.083115
1261,353.959,349.625,320.811,295.307,1.12051,0.083115
1261,353.959,349.625,320.811,295.307,1.12051,0.083115
1265,354.223,349.867,320.938,295.307,1.12192,0.083115
1265,354.223,349.867,320.938,295.307,1.12192,0.083115
1266,354.289,349.928,320.97,295.307,1.12227,0.083115
1266,354.289,349.928,320.97,295.307,1.12227,0.083115
1270,354.553,350.17,321.098,295.307,1.12367,0.083115
1270,354.553,350.17,321.098,295.307,1.12367,0.083115
1271,354.619,350.23,321.131,295.307,1.12402,0.083115
1271,354.619,350.23,321.131,295.307,1.12402,0.083115
1275,354.883,350.472,321.262,295.307,1.12542,0.083115
1275,354.883,350.472,321.262,295.307,1.12542,0.083115
1276,354.949,350.533,321.295,295.307,1.12577,0.083115
1276,354.949,350.533,321.295,295.307,1.12577,0.083115
1280,355.213,350.775,321.429,295.307,1.12718,0.083115
1280,355.213,350.775,321.429,295.307,1.12718,0.083115
1281,355.279,350.835,321.463,295.307,1.12753,0.083115
1281,355.279,350.835,321.463,295.307,1.12753,0.083115
1285,355.542,351.077,321.599,295.307,1.12893,0.083115
1285,355.542,351.077,321.599,295.307,1.12893,0.083115
1286,355.608,351.138,321.633,295.307,1.12928,0.083115
1286,355.608,351.138,321.633,295.307,1.12928,0.083115
1290,355.872,351.38,321.772,295.307,1.13068,0.083115
1290,355.872,351.38,321.772,295.307,1.13068,0.083115
1291,355.938,351.441,321.807,295.307,1.13103,0.083115
1291,355.938,351.441,321.807,295.307,1.13103,0.083115
1295,356.202,351.683,321.948,295.307,1.13244,0.083115
1295,356.202,351.683,321.948,295.307,1.13244,0.083115
1296,356.268,351.744,321.984,295.307,1.13279,0.083115
1296,356.268,351.744,321.984,295.307,1.13279,0.083115
1300,356.532,351.986,322.128,295.307,1.13419,0.083115
1300,356.532,351.986,322.128,295.307,1.13419,0.083115
1301,356.598,352.046,322.165,295.307,1.13454,0.083115
1301,356.598,352.046,322.165,295.307,1.13454,0.083115
1305,356.862,352.289,322.312,295.307,1.13594,0.083115
1305,356.862,352.289,322.312,295.307,1.13594,0.083115
1306,356.928,352.35,322.349,295.307,1.13629,0.083115
1306,356.928,352.35,322.349,295.307,1.13629,0.083115
1310,357.192,352.592,322.499,295.307,1.1377,0.083115
1310,357.192,352.592,322.499,295.307,1.1377,0.083115
1311,357.258,352.653,322.537,295.307,1.13805,0.083115
1311,357.258,352.653,322.537,295.307,1.13805,0.083115
1315,357.522,352.895,322.689,295.307,1.13945,0.083115
1315,357.522,352.895,322.689,295.307,1.13945,0.083115
1316,357.588,352.956,322.728,295.307,1.1398,0.083115
1316,357.588,352.956,322.728,295.307,1.1398,0.083115
1320,357.852,353.198,322.884,295.307,1.1412,0.083115
1320,357.852,353.198,322.884,295.307,1.1412,0.083115
1321,357.918,353.259,322.923,295.307,1.14155,0.083115
1321,357.918,353.259,322.923,295.307,1.14155,0.083115
1325,358.181,353.502,323.082,295.307,1.14296,0.083115
1325,358.181,353.502,323.082,295.307,1.14296,0.083115
1326,358.247,353.562,323.122,295.307,1.14331,0.083115
1326,358.247,353.562,323.122,295.307,1.14331,0.083115
1330,358.511,353.805,323.284,295.307,1.14471,0.083115
1330,358.511,353.805,323.284,295.307,1.14471,0.083115
1331,358.577,353.866,323.325,295.307,1.14506,0.083115
1331,358.577,353.866,323.325,295.307,1.14506,0.083115
1335,358.841,354.109,323.49,295.307,1.14646,0.083115
1335,358.841,354.109,323.49,295.307,1.14646,0.083115
1336,358.907,354.17,323.532,295.307,1.14681,0.083115
1336,358.907,354.17,323.532,295.307,1.14681,0.083115
1340,359.171,354.413,323.7,295.307,1.14821,0.083115
1340,359.171,354.413,323.7,295.307,1.14821,0.083115
1341,359.237,354.473,323.743,295.307,1.14857,0.083115
1341,359.237,354.473,323.743,295.307,1.14857,0.083115
1345,359.501,354.716,323.914,295.307,1.14997,0.083115
1345,359.501,354.716,323.914,295.307,1.14997,0.083115
1346,359.567,354.777,323.958,295.307,1.15032,0.083115
1346,359.567,354.777,323.958,295.307,1.15032,0.083115
1350,359.831,355.02,324.132,295.307,1.15172,0.083115
1350,359.831,355.02,324.132,295.307,1.15172,0.083115
1351,359.897,355.081,324.176,295.307,1.15207,0.083115
1351,359.897,355.081,324.176,295.307,1.15207,0.083115
1355,360.161,355.324,324.355,295.307,1.15347,0.083115
1355,360.161,355.324,324.355,295.307,1.15347,0.083115
1356,360.227,355.385,324.4,295.307,1.15383,0.083115
1356,360.227,355.385,324.4,295.307,1.15383,0.083115
1360,360.491,355.628,324.581,295.307,1.15523,0.083115
1360,360.491,355.628,324.581,295.307,1.15523,0.083115
1361,360.557,355.689,324.627,295.307,1.15558,0.083115
1361,360.557,355.689,324.627,295.307,1.15558,0.083115
1365,360.82,355.933,324.812,295.307,1.15698,0.083115
1365,360.82,355.933,324.812,295.307,1.15698,0.083115
1366,360.886,355.994,324.859,295.307,1.15733,0.083115
1366,360.886,355.994,324.859,295.307,1.15733,0.083115
1370,361.15,356.237,325.047,295.307,1.15873,0.083115
1370,361.15,356.237,325.047,295.307,1.15873,0.083115
1371,361.216,356.298,325.095,295.307,1.15909,0.083115
1371,361.216,356.298,325.095,295.307,1.15909,0.083115
1375,361.48,356.542,325.287,295.307,1.16049,0.083115
1375,361.48,356.542,325.287,295.307,1.16049,0.083115
1376,361.546,356.603,325.335,295.307,1.16084,0.083115
1376,361.546,356.603,325.335,295.307,1.16084,0.083115
1380,361.81,356.846,325.531,295.307,1.16224,0.083115
1380,361.81,356.846,325.531,295.307,1.16224,0.083115
1381,361.876,356.907,325.58,295.307,1.16259,0.083115
1381,361.876,356.907,325.58,295.307,1.16259,0.083115
1385,362.14,357.151,325.779,295.307,1.16399,0.083115
1385,362.14,357.151,325.779,295.307,1.16399,0.083115
1386,362.206,357.212,325.829,295.307,1.16434,0.083115
1386,362.206,357.212,325.829,295.307,1.16434,0.083115
1390,362.47,357.456,326.032,295.307,1.16575,0.083115
1390,362.47,357.456,326.032,295.307,1.16575,0.083115
1391,362.536,357.517,326.083,295.307,1.1661,0.083115
1391,362.536,357.517,326.083,295.307,1.1661,0.083115
1395,362.8,357.761,326.289,295.307,1.1675,0.083115
1395,362.8,357.761,326.289,295.307,1.1675,0.083115
1396,362.866,357.822,326.341,295.307,1.16785,0.083115
1396,362.866,357.822,326.341,295.307,1.16785,0.083115
1400,363.13,358.066,326.551,295.307,1.16925,0.083115
1400,363.13,358.066,326.551,295.307,1.16925,0.083115
1401,363.196,358.127,326.604,295.307,1.1696,0.083115
1401,363.196,358.127,326.604,295.307,1.1696,0.083115
1405,363.46,358.372,326.818,295.307,1.17101,0.083115
1405,363.46,358.372,326.818,295.307,1.17101,0.083115
1406,363.525,358.433,326.871,295.307,1.17136,0.083115
1406,363.525,358.433,326.871,295.307,1.17136,0.083115
1410,363.789,358.677,327.089,295.307,1.17276,0.083115
1410,363.789,358.677,327.089,295.307,1.17276,0.083115
1411,363.855,358.738,327.143,295.307,1.17311,0.083115
1411,363.855,358.738,327.143,295.307,1.17311,0.083115
1415,364.119,358.983,327.364,295.307,1.17451,0.083115
1415,364.119,358.983,327.364,295.307,1.17451,0.083115
1416,364.185,359.044,327.42,295.307,1.17486,0.083115
1416,364.185,359.044,327.42,295.307,1.17486,0.083115
1420,364.449,359.289,327.644,295.307,1.17627,0.083115
1420,364.449,359.289,327.644,295.307,1.17627,0.083115
1421,364.515,359.35,327.701,295.307,1.17662,0.083115
1421,364.515,359.35,327.701,295.307,1.17662,0.083115
1425,364.779,359.595,327.929,295.307,1.17802,0.083115
1425,364.779,359.595,327.929,295.307,1.17802,0.083115
1426,364.845,359.656,327.987,295.307,1.17837,0.083115
1426,364.845,359.656,327.987,295.307,1.17837,0.083115
1430,365.109,359.901,328.218,295.307,1.17977,0.083115
1430,365.109,359.901,328.218,295.307,1.17977,0.083115
1431,365.175,359.962,328.277,295.307,1.18012,0.083115
1431,365.175,359.962,328.277,295.307,1.18012,0.083115
1435,365.439,360.207,328.512,295.307,1.18153,0.083115
1435,365.439,360.207,328.512,295.307,1.18153,0.083115
1436,365.505,360.268,328.572,295.307,1.18188,0.083115
1436,365.505,360.268,328.572,295.307,1.18188,0.083115
1440,365.769,360.514,328.811,295.307,1.18328,0.083115
1440,365.769,360.514,328.811,295.307,1.18328,0.083115
1440,365.769,360.514,328.811,295.307,1.18328,0.083115
1440,365.769,360.514,328.811,295.307,1.18328,0.083115
1441,365.824,360.565,328.866,295.307,1.18347,0.083115
1441,365.824,360.565,328.866,295.307,1.18347,0.083115
1445,366.044,360.769,329.066,295.307,1.18421,0.083115
1445,366.044,360.769,329.066,295.307,1.18421,0.083115
1446,366.099,360.82,329.116,295.307,1.1844,0.083115
1446,366.099,360.82,329.116,295.307,1.1844,0.083115
1450,366.319,361.023,329.316,295.307,1.18515,0.083115
1450,366.319,361.023,329.316,295.307,1.18515,0.083115
1451,366.374,361.074,329.366,295.307,1.18533,0.083115
1451,366.374,361.074,329.366,295.307,1.18533,0.083115
1455,366.594,361.277,329.568,295.307,1.18608,0.083115
1455,366.594,361.277,329.568,295.307,1.18608,0.083115
1456,366.649,361.328,329.619,295.307,1.18627,0.083115
1456,366.649,361.328,329.619,295.307,1.18627,0.083115
1460,366.869,361.531,329.824,295.307,1.18701,0.083115
1460,366.869,361.531,329.824,295.307,1.18701,0.083115
1461,366.924,361.582,329.876,295.307,1.1872,0.083115
1461,366.924,361.582,329.876,295.307,1.1872,0.083115
1465,367.144,361.786,330.083,295.307,1.18795,0.083115
1465,367.144,361.786,330.083,295.307,1.18795,0.083115
1466,367.199,361.837,330.135,295.307,1.18814,0.083115
1466,367.199,361.837,330.135,295.307,1.18814,0.083115
1470,367.419,362.04,330.344,295.307,1.18888,0.083115
1470,367.419,362.04,330.344,295.307,1.18888,0.083115
1471,367.474,362.091,330.397,295.307,1.18907,0.083115
1471,367.474,362.091,330.397,295.307,1.18907,0.083115
1475,367.694,362.295,330.609,295.307,1.18982,0.083115
1475,367.694,362.295,330.609,295.307,1.18982,0.083115
1476,367.749,362.346,330.662,295.307,1.19,0.083115
1476,367.749,362.346,330.662,295.307,1.19,0.083115
1480,367.969,362.55,330.876,295.307,1.19075,0.083115
1480,367.969,362.55,330.876,295.307,1.19075,0.083115
1481,368.024,362.601,330.93,295.307,1.19094,0.083115
1481,368.024,362.601,330.93,295.307,1.19094,0.083115
1485,368.244,362.805,331.147,295.307,1.19168,0.083115
1485,368.244,362.805,331.147,295.307,1.19168,0.083115
1486,368.299,362.856,331.201,295.307,1.19187,0.083115
1486,368.299,362.856,331.201,295.307,1.19187,0.083115
1490,368.519,363.06,331.42,295.307,1.19262,0.083115
1490,368.519,363.06,331.42,295.307,1.19262,0.083115
1491,368.574,363.111,331.475,295.307,1.1928,0.083115
1491,368.574,363.111,331.475,295.307,1.1928,0.083115
1495,368.795,363.315,331.697,295.307,1.19355,0.083115
1495,368.795,363.315,331.697,295.307,1.19355,0.083115
1496,368.85,363.366,331.752,295.307,1.19374,0.083115
1496,368.85,363.366,331.752,295.307,1.19374,0.083115
1500,369.07,363.57,331.976,295.307,1.19448,0.083115
1500,369.07,363.57,331.976,295.307,1.19448,0.083115
1501,369.125,363.621,332.032,295.307,1.19467,0.083115
1501,369.125,363.621,332.032,295.307,1.19467,0.083115
1505,369.345,363.825,332.258,295.307,1.19542,0.083115
1505,369.345,363.825,332.258,295.307,1.19542,0.083115
1506,369.4,363.876,332.314,295.307,1.1956,0.083115
1506,369.4,363.876,332.314,295.307,1.1956,0.083115
1510,369.62,364.081,332.542,295.307,1.19635,0.083115
1510,369.62,364.081,332.542,295.307,1.19635,0.083115
1511,369.675,364.132,332.6,295.307,1.19654,0.083115
1511,369.675,364.132,332.6,295.307,1.19654,0.083115
1515,369.895,364.336,332.83,295.307,1.19729,0.083115
1515,369.895,364.336,332.83,295.307,1.19729,0.083115
1516,369.95,364.387,332.888,295.307,1.19747,0.083115
1516,369.95,364.387,332.888,295.307,1.19747,0.083115
1520,370.17,364.592,333.12,295.307,1.19822,0.083115
1520,370.17,364.592,333.12,295.307,1.19822,0.083115
1521,370.225,364.643,333.179,295.307,1.19841,0.083115
1521,370.225,364.643,333.179,295.307,1.19841,0.083115
1525,370.445,364.848,333.413,295.307,1.19915,0.083115
1525,370.445,364.848,333.413,295.307,1.19915,0.083115
1526,370.5,364.899,333.472,295.307,1.19934,0.083115
1526,370.5,364.899,333.472,295.307,1.19934,0.083115
1530,370.72,365.103,333.709,295.307,1.20009,0.083115
1530,370.72,365.103,333.709,295.307,1.20009,0.083115
1531,370.775,365.155,333.768,295.307,1.20027,0.083115
1531,370.775,365.155,333.768,295.307,1.20027,0.083115
1535,370.995,365.359,334.007,295.307,1.20102,0.083115
1535,370.995,365.359,334.007,295.307,1.20102,0.083115
1536,371.05,365.411,334.067,295.307,1.20121,0.083115
1536,371.05,365.411,334.067,295.307,1.20121,0.083115
1540,371.27,365.616,334.308,295.307,1.20195,0.083115
1540,371.27,365.616,334.308,295.307,1.20195,0.083115
1541,371.325,365.667,334.369,295.307,1.20214,0.083115
1541,371.325,365.667,334.369,295.307,1.20214,0.083115
1545,371.545,365.872,334.612,295.307,1.20289,0.083115
1545,371.545,365.872,334.612,295.307,1.20289,0.083115
1546,371.6,365.923,334.673,295.307,1.20307,0.083115
1546,371.6,365.923,334.673,295.307,1.20307,0.083115
1550,371.82,366.128,334.918,295.307,1.20382,0.083115
1550,371.82,366.128,334.918,295.307,1.20382,0.083115
1551,371.875,366.18,334.979,295.307,1.20401,0.083115
1551,371.875,366.18,334.979,295.307,1.20401,0.083115
1555,372.096,366.385,335.226,295.307,1.20475,0.083115
1555,372.096,366.385,335.226,295.307,1.20475,0.083115
1556,372.151,366.436,335.288,295.307,1.20494,0.083115
1556,372.151,366.436,335.288,295.307,1.20494,0.083115
1560,372.371,366.641,335.537,295.307,1.20569,0.083115
1560,372.371,366.641,335.537,295.307,1.20569,0.083115
1561,372.426,366.693,335.6,295.307,1.20588,0.083115
1561,372.426,366.693,335.6,295.307,1.20588,0.083115
1565,372.646,366.898,335.851,295.307,1.20662,0.083115
1565,372.646,366.898,335.851,295.307,1.20662,0.083115
1566,372.701,366.949,335.913,295.307,1.20681,0.083115
1566,372.701,366.949,335.913,295.307,1.20681,0.083115
1570,372.921,367.155,336.166,295.307,1.20756,0.083115
1570,372.921,367.155,336.166,295.307,1.20756,0.083115
1571,372.976,367.206,336.23,295.307,1.20774,0.083115
1571,372.976,367.206,336.23,295.307,1.20774,0.083115
1575,373.196,367.412,336.484,295.307,1.20849,0.083115
1575,373.196,367.412,336.484,295.307,1.20849,0.083115
1576,373.251,367.463,336.548,295.307,1.20868,0.083115
1576,373.251,367.463,336.548,295.307,1.20868,0.083115
1580,373.471,367.669,336.805,295.307,1.20942,0.083115
1580,373.471,367.669,336.805,295.307,1.20942,0.083115
1581,373.526,367.721,336.869,295.307,1.20961,0.083115
1581,373.526,367.721,336.869,295.307,1.20961,0.083115
1585,373.746,367.926,337.128,295.307,1.21036,0.083115
1585,373.746,367.926,337.128,295.307,1.21036,0.083115
1586,373.801,367.978,337.192,295.307,1.21054,0.083115
1586,373.801,367.978,337.192,295.307,1.21054,0.083115
1590,374.021,368.184,337.453,295.307,1.21129,0.083115
1590,374.021,368.184,337.453,295.307,1.21129,0.083115
1591,374.076,368.235,337.518,295.307,1.21148,0.083115
1591,374.076,368.235,337.518,295.307,1.21148,0.083115
1595,374.296,368.441,337.78,295.307,1.21222,0.083115
1595,374.296,368.441,337.78,295.307,1.21222,0.083115
1596,374.351,368.493,337.845,295.307,1.21241,0.083115
1596,374.351,368.493,337.845,295.307,1.21241,0.083115
1600,374.571,368.699,338.109,295.307,1.21316,0.083115
1600,374.571,368.699,338.109,295.307,1.21316,0.083115
1601,374.626,368.75,338.175,295.307,1.21334,0.083115
1601,374.626,368.75,338.175,295.307,1.21334,0.083115
1605,374.846,368.957,338.44,295.307,1.21409,0.083115
1605,374.846,368.957,338.44,295.307,1.21409,0.083115
1606,374.901,369.008,338.507,295.307,1.21428,0.083115
1606,374.901,369.008,338.507,295.307,1.21428,0.083115
1610,375.121,369.214,338.774,295.307,1.21503,0.083115
1610,375.121,369.214,338.774,295.307,1.21503,0.083115
1611,375.176,369.266,338.841,295.307,1.21521,0.083115
1611,375.176,369.266,338.841,295.307,1.21521,0.083115
1615,375.396,369.472,339.109,295.307,1.21596,0.083115
1615,375.396,369.472,339.109,295.307,1.21596,0.083115
1616,375.452,369.524,339.177,295.307,1.21615,0.083115
1616,375.452,369.524,339.177,295.307,1.21615,0.083115
1620,375.672,369.73,339.447,295.307,1.21689,0.083115
1620,375.672,369.73,339.447,295.307,1.21689,0.083115
1621,375.727,369.782,339.514,295.307,1.21708,0.083115
1621,375.727,369.782,339.514,295.307,1.21708,0.083115
1625,375.947,369.989,339.786,295.307,1.21783,0.083115
1625,375.947,369.989,339.786,295.307,1.21783,0.083115
1626,376.002,370.04,339.854,295.307,1.21801,0.083115
1626,376.002,370.04,339.854,295.307,1.21801,0.083115
1630,376.222,370.247,340.127,295.307,1.21876,0.083115
1630,376.222,370.247,340.127,295.307,1.21876,0.083115
1631,376.277,370.299,340.196,295.307,1.21895,0.083115
1631,376.277,370.299,340.196,295.307,1.21895,0.083115
1635,376.497,370.506,340.47,295.307,1.21969,0.083115
1635,376.497,370.506,340.47,295.307,1.21969,0.083115
1636,376.552,370.557,340.539,295.307,1.21988,0.083115
1636,376.552,370.557,340.539,295.307,1.21988,0.083115
1640,376.772,370.764,340.815,295.307,1.22063,0.083115
1640,376.772,370.764,340.815,295.307,1.22063,0.083115
1641,376.827,370.816,340.884,295.307,1.22081,0.083115
1641,376.827,370.816,340.884,295.307,1.22081,0.083115
1645,377.047,371.023,341.162,295.307,1.22156,0.083115
1645,377.047,371.023,341.162,295.307,1.22156,0.083115
1646,377.102,371.075,341.231,295.307,1.22175,0.083115
1646,377.102,371.075,341.231,295.307,1.22175,0.083115
1650,377.322,371.282,341.51,295.307,1.22249,0.083115
1650,377.322,371.282,341.51,295.307,1.22249,0.083115
1651,377.377,371.334,341.58,295.307,1.22268,0.083115
1651,377.377,371.334,341.58,295.307,1.22268,0.083115
1655,377.597,371.541,341.86,295.307,1.22343,0.083115
1655,377.597,371.541,341.86,295.307,1.22343,0.083115
1656,377.652,371.593,341.93,295.307,1.22362,0.083115
1656,377.652,371.593,341.93,295.307,1.22362,0.083115
1660,377.872,371.8,342.211,295.307,1.22436,0.083115
1660,377.872,371.8,342.211,295.307,1.22436,0.083115
1661,377.927,371.852,342.282,295.307,1.22455,0.083115
1661,377.927,371.852,342.282,295.307,1.22455,0.083115
1665,378.147,372.059,342.564,295.307,1.2253,0.083115
1665,378.147,372.059,342.564,295.307,1.2253,0.083115
1666,378.202,372.111,342.635,295.307,1.22548,0.083115
1666,378.202,372.111,342.635,295.307,1.22548,0.083115
1670,378.422,372.319,342.919,295.307,1.22623,0.083115
1670,378.422,372.319,342.919,295.307,1.22623,0.083115
1671,378.477,372.37,342.99,295.307,1.22642,0.083115
1671,378.477,372.37,342.99,295.307,1.22642,0.083115
1675,378.697,372.578,343.275,295.307,1.22716,0.083115
1675,378.697,372.578,343.275,295.307,1.22716,0.083115
1676,378.752,372.63,343.347,295.307,1.22735,0.083115
1676,378.752,372.63,343.347,295.307,1.22735,0.083115
1680,378.973,372.838,343.633,295.307,1.2281,0.083115
1680,378.973,372.838,343.633,295.307,1.2281,0.083115
1680,378.973,372.838,343.633,295.307,1.2281,0.083115
1680,378.973,372.838,343.633,295.307,1.2281,0.083115
1681,379.021,372.884,343.7,295.307,1.22818,0.083115
1681,379.021,372.884,343.7,295.307,1.22818,0.083115
1685,379.214,373.065,343.95,295.307,1.22852,0.083115
1685,379.214,373.065,343.95,295.307,1.22852,0.083115
1686,379.262,373.11,344.011,295.307,1.2286,0.083115
1686,379.262,373.11,344.011,295.307,1.2286,0.083115
1690,379.456,373.292,344.259,295.307,1.22894,0.083115
1690,379.456,373.292,344.259,295.307,1.22894,0.083115
1691,379.504,373.337,344.321,295.307,1.22903,0.083115
1691,379.504,373.337,344.321,295.307,1.22903,0.083115
1695,379.697,373.518,344.57,295.307,1.22936,0.083115
1695,379.697,373.518,344.57,295.307,1.22936,0.083115
1696,379.745,373.564,344.632,295.307,1.22945,0.083115
1696,379.745,373.564,344.632,295.307,1.22945,0.083115
1700,379.939,373.745,344.881,295.307,1.22979,0.083115
1700,379.939,373.745,344.881,295.307,1.22979,0.083115
1701,379.987,373.79,344.943,295.307,1.22987,0.083115
1701,379.987,373.79,344.943,295.307,1.22987,0.083115
1705,380.18,373.972,345.193,295.307,1.23021,0.083115
1705,380.18,373.972,345.193,295.307,1.23021,0.083115
1706,380.228,374.017,345.256,295.307,1.23029,0.083115
1706,380.228,374.017,345.256,295.307,1.23029,0.083115
1710,380.422,374.199,345.507,295.307,1.23063,0.083115
1710,380.422,374.199,345.507,295.307,1.23063,0.083115
1711,380.47,374.244,345.569,295.307,1.23072,0.083115
1711,380.47,374.244,345.569,295.307,1.23072,0.083115
1715,380.663,374.426,345.821,295.307,1.23105,0.083115
1715,380.663,374.426,345.821,295.307,1.23105,0.083115
1716,380.711,374.471,345.884,295.307,1.23114,0.083115
1716,380.711,374.471,345.884,295.307,1.23114,0.083115
1720,380.905,374.653,346.136,295.307,1.23148,0.083115
1720,380.905,374.653,346.136,295.307,1.23148,0.083115
1721,380.953,374.698,346.199,295.307,1.23156,0.083115
1721,380.953,374.698,346.199,295.307,1.23156,0.083115
1725,381.146,374.88,346.451,295.307,1.2319,0.083115
1725,381.146,374.88,346.451,295.307,1.2319,0.083115
1726,381.194,374.925,346.515,295.307,1.23198,0.083115
1726,381.194,374.925,346.515,295.307,1.23198,0.083115
1730,381.388,375.107,346.768,295.307,1.23232,0.083115
1730,381.388,375.107,346.768,295.307,1.23232,0.083115
1731,381.436,375.153,346.831,295.307,1.23241,0.083115
1731,381.436,375.153,346.831,295.307,1.23241,0.083115
1735,381.629,375.334,347.085,295.307,1.23274,0.083115
1735,381.629,375.334,347.085,295.307,1.23274,0.083115
1736,381.677,375.38,347.149,295.307,1.23283,0.083115
1736,381.677,375.38,347.149,295.307,1.23283,0.083115
1740,381.871,375.562,347.403,295.307,1.23317,0.083115
1740,381.871,375.562,347.403,295.307,1.23317,0.083115
1741,381.919,375.607,347.467,295.307,1.23325,0.083115
1741,381.919,375.607,347.467,295.307,1.23325,0.083115
1745,382.112,375.789,347.722,295.307,1.23359,0.083115
1745,382.112,375.789,347.722,295.307,1.23359,0.083115
1746,382.16,375.835,347.786,295.307,1.23367,0.083115
1746,382.16,375.835,347.786,295.307,1.23367,0.083115
1750,382.354,376.017,348.042,295.307,1.23401,0.083115
1750,382.354,376.017,348.042,295.307,1.23401,0.083115
1751,382.402,376.062,348.106,295.307,1.2341,0.083115
1751,382.402,376.062,348.106,295.307,1.2341,0.083115
1755,382.595,376.245,348.362,295.307,1.23443,0.083115
1755,382.595,376.245,348.362,295.307,1.23443,0.083115
1756,382.643,376.29,348.426,295.307,1.23452,0.083115
1756,382.643,376.29,348.426,295.307,1.23452,0.083115
1760,382.837,376.472,348.683,295.307,1.23486,0.083115
1760,382.837,376.472,348.683,295.307,1.23486,0.083115
1761,382.885,376.518,348.747,295.307,1.23494,0.083115
1761,382.885,376.518,348.747,295.307,1.23494,0.083115
1765,383.078,376.7,349.004,295.307,1.23528,0.083115
1765,383.078,376.7,349.004,295.307,1.23528,0.083115
1766,383.126,376.746,349.069,295.307,1.23536,0.083115
1766,383.126,376.746,349.069,295.307,1.23536,0.083115
1770,383.32,376.928,349.327,295.307,1.2357,0.083115
1770,383.32,376.928,349.327,295.307,1.2357,0.083115
1771,383.368,376.974,349.391,295.307,1.23578,0.083115
1771,383.368,376.974,349.391,295.307,1.23578,0.083115
1775,383.561,377.156,349.649,295.307,1.23612,0.083115
1775,383.561,377.156,349.649,295.307,1.23612,0.083115
1776,383.609,377.202,349.714,295.307,1.23621,0.083115
1776,383.609,377.202,349.714,295.307,1.23621,0.083115
1780,383.803,377.384,349.973,295.307,1.23654,0.083115
1780,383.803,377.384,349.973,295.307,1.23654,0.083115
1781,383.851,377.43,350.037,295.307,1.23663,0.083115
1781,383.851,377.43,350.037,295.307,1.23663,0.083115
1785,384.044,377.612,350.297,295.307,1.23697,0.083115
1785,384.044,377.612,350.297,295.307,1.23697,0.083115
1786,384.092,377.658,350.361,295.307,1.23705,0.083115
1786,384.092,377.658,350.361,295.307,1.23705,0.083115
1790,384.286,377.841,350.621,295.307,1.23739,0.083115
1790,384.286,377.841,350.621,295.307,1.23739,0.083115
1791,384.334,377.886,350.686,295.307,1.23747,0.083115
1791,384.334,377.886,350.686,295.307,1.23747,0.083115
1795,384.527,378.069,350.946,295.307,1.23781,0.083115
1795,384.527,378.069,350.946,295.307,1.23781,0.083115
1796,384.575,378.115,351.011,295.307,1.2379,0.083115
1796,384.575,378.115,351.011,295.307,1.2379,0.083115
1800,384.769,378.297,351.271,295.307,1.23823,0.083115
