time,T_waterIn.T,T_gasIn.T,T_gasOut.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
1291,295.307,355.938,346.978,349.95,1.13103,1.13106,0.083115,0.0833508
1295,295.307,356.202,347.238,350.25,1.13244,1.13246,0.083115,0.0833485
1295,295.307,356.202,347.238,350.25,1.13244,1.13246,0.083115,0.0833485
1296,295.307,356.268,347.304,350.325,1.13279,1.13282,0.083115,0.083348
1296,295.307,356.268,347.304,350.325,1.13279,1.13282,0.083115,0.083348
1300,295.307,356.532,347.564,350.626,1.13419,1.13422,0.083115,0.0833458
1300,295.307,356.532,347.564,350.626,1.13419,1.13422,0.083115,0.0833458
1301,295.307,356.598,347.629,350.7,1.13454,1.13457,0.083115,0.0833453
1301,295.307,356.598,347.629,350.7,1.13454,1.13457,0.083115,0.0833453
1305,295.307,356.862,347.889,351,1.13594,1.13597,0.083115,0.0833432
1305,295.307,356.862,347.889,351,1.13594,1.13597,0.083115,0.0833432
1306,295.307,356.928,347.955,351.075,1.13629,1.13632,0.083115,0.0833426
1306,295.307,356.928,347.955,351.075,1.13629,1.13632,0.083115,0.0833426
1310,295.307,357.192,348.215,351.373,1.1377,1.13772,0.083115,0.0833406
1310,295.307,357.192,348.215,351.373,1.1377,1.13772,0.083115,0.0833406
1311,295.307,357.258,348.28,351.448,1.13805,1.13808,0.083115,0.0833401
1311,295.307,357.258,348.28,351.448,1.13805,1.13808,0.083115,0.0833401
1315,295.307,357.522,348.541,351.746,1.13945,1.13948,0.083115,0.0833381
1315,295.307,357.522,348.541,351.746,1.13945,1.13948,0.083115,0.0833381
1316,295.307,357.588,348.606,351.82,1.1398,1.13983,0.083115,0.0833376
1316,295.307,357.588,348.606,351.82,1.1398,1.13983,0.083115,0.0833376
1320,295.307,357.852,348.866,352.118,1.1412,1.14123,0.083115,0.0833357
1320,295.307,357.852,348.866,352.118,1.1412,1.14123,0.083115,0.0833357
1321,295.307,357.918,348.931,352.192,1.14155,1.14158,0.083115,0.0833353
1321,295.307,357.918,348.931,352.192,1.14155,1.14158,0.083115,0.0833353
1325,295.307,358.181,349.192,352.489,1.14296,1.14298,0.083115,0.0833334
1325,295.307,358.181,349.192,352.489,1.14296,1.14298,0.083115,0.0833334
1326,295.307,358.247,349.257,352.563,1.14331,1.14333,0.083115,0.0833329
1326,295.307,358.247,349.257,352.563,1.14331,1.14333,0.083115,0.0833329
1330,295.307,358.511,349.518,352.86,1.14471,1.14474,0.083115,0.0833311
1330,295.307,358.511,349.518,352.86,1.14471,1.14474,0.083115,0.0833311
1331,295.307,358.577,349.583,352.934,1.14506,1.14509,0.083115,0.0833307
1331,295.307,358.577,349.583,352.934,1.14506,1.14509,0.083115,0.0833307
1335,295.307,358.841,349.844,353.229,1.14646,1.14649,0.083115,0.0833289
1335,295.307,358.841,349.844,353.229,1.14646,1.14649,0.083115,0.0833289
1336,295.307,358.907,349.909,353.303,1.14681,1.14684,0.083115,0.0833285
1336,295.307,358.907,349.909,353.303,1.14681,1.14684,0.083115,0.0833285
1340,295.307,359.171,350.17,353.599,1.14821,1.14824,0.083115,0.0833268
1340,295.307,359.171,350.17,353.599,1.14821,1.14824,0.083115,0.0833268
1341,295.307,359.237,350.235,353.673,1.14857,1.14859,0.083115,0.0833263
1341,295.307,359.237,350.235,353.673,1.14857,1.14859,0.083115,0.0833263
1345,295.307,359.501,350.496,353.968,1.14997,1.15,0.083115,0.0833247
1345,295.307,359.501,350.496,353.968,1.14997,1.15,0.083115,0.0833247
1346,295.307,359.567,350.562,354.041,1.15032,1.15035,0.083115,0.0833242
1346,295.307,359.567,350.562,354.041,1.15032,1.15035,0.083115,0.0833242
1350,295.307,359.831,350.823,354.336,1.15172,1.15175,0.083115,0.0833226
1350,295.307,359.831,350.823,354.336,1.15172,1.15175,0.083115,0.0833226
1351,295.307,359.897,350.888,354.409,1.15207,1.1521,0.083115,0.0833222
1351,295.307,359.897,350.888,354.409,1.15207,1.1521,0.083115,0.0833222
1355,295.307,360.161,351.149,354.703,1.15347,1.1535,0.083115,0.0833206
1355,295.307,360.161,351.149,354.703,1.15347,1.1535,0.083115,0.0833206
1356,295.307,360.227,351.215,354.777,1.15383,1.15385,0.083115,0.0833202
1356,295.307,360.227,351.215,354.777,1.15383,1.15385,0.083115,0.0833202
1360,295.307,360.491,351.476,355.071,1.15523,1.15526,0.083115,0.0833186
1360,295.307,360.491,351.476,355.071,1.15523,1.15526,0.083115,0.0833186
1361,295.307,360.557,351.541,355.144,1.15558,1.15561,0.083115,0.0833182
1361,295.307,360.557,351.541,355.144,1.15558,1.15561,0.083115,0.0833182
1365,295.307,360.82,351.803,355.437,1.15698,1.15701,0.083115,0.0833167
1365,295.307,360.82,351.803,355.437,1.15698,1.15701,0.083115,0.0833167
1366,295.307,360.886,351.868,355.511,1.15733,1.15736,0.083115,0.0833163
1366,295.307,360.886,351.868,355.511,1.15733,1.15736,0.083115,0.0833163
1370,295.307,361.15,352.13,355.804,1.15873,1.15876,0.083115,0.0833148
1370,295.307,361.15,352.13,355.804,1.15873,1.15876,0.083115,0.0833148
1371,295.307,361.216,352.195,355.877,1.15909,1.15911,0.083115,0.0833145
1371,295.307,361.216,352.195,355.877,1.15909,1.15911,0.083115,0.0833145
1375,295.307,361.48,352.457,356.169,1.16049,1.16052,0.083115,0.083313
1375,295.307,361.48,352.457,356.169,1.16049,1.16052,0.083115,0.083313
1376,295.307,361.546,352.522,356.243,1.16084,1.16087,0.083115,0.0833126
1376,295.307,361.546,352.522,356.243,1.16084,1.16087,0.083115,0.0833126
1380,295.307,361.81,352.784,356.535,1.16224,1.16227,0.083115,0.0833112
1380,295.307,361.81,352.784,356.535,1.16224,1.16227,0.083115,0.0833112
1381,295.307,361.876,352.849,356.608,1.16259,1.16262,0.083115,0.0833108
1381,295.307,361.876,352.849,356.608,1.16259,1.16262,0.083115,0.0833108
1385,295.307,362.14,353.111,356.9,1.16399,1.16402,0.083115,0.0833094
1385,295.307,362.14,353.111,356.9,1.16399,1.16402,0.083115,0.0833094
1386,295.307,362.206,353.177,356.973,1.16434,1.16437,0.083115,0.0833091
1386,295.307,362.206,353.177,356.973,1.16434,1.16437,0.083115,0.0833091
1390,295.307,362.47,353.439,357.264,1.16575,1.16578,0.083115,0.0833077
1390,295.307,362.47,353.439,357.264,1.16575,1.16578,0.083115,0.0833077
1391,295.307,362.536,353.504,357.337,1.1661,1.16613,0.083115,0.0833074
1391,295.307,362.536,353.504,357.337,1.1661,1.16613,0.083115,0.0833074
1395,295.307,362.8,353.766,357.628,1.1675,1.16753,0.083115,0.083306
1395,295.307,362.8,353.766,357.628,1.1675,1.16753,0.083115,0.083306
1396,295.307,362.866,353.832,357.701,1.16785,1.16788,0.083115,0.0833057
1396,295.307,362.866,353.832,357.701,1.16785,1.16788,0.083115,0.0833057
1400,295.307,363.13,354.094,357.992,1.16925,1.16928,0.083115,0.0833044
1400,295.307,363.13,354.094,357.992,1.16925,1.16928,0.083115,0.0833044
1401,295.307,363.196,354.16,358.065,1.1696,1.16963,0.083115,0.0833041
1401,295.307,363.196,354.16,358.065,1.1696,1.16963,0.083115,0.0833041
1405,295.307,363.46,354.422,358.355,1.17101,1.17104,0.083115,0.0833033
1405,295.307,363.46,354.422,358.355,1.17101,1.17104,0.083115,0.0833033
1406,295.307,363.525,354.487,358.428,1.17136,1.17139,0.083115,0.0833028
1406,295.307,363.525,354.487,358.428,1.17136,1.17139,0.083115,0.0833028
1410,295.307,363.789,354.75,358.718,1.17276,1.17279,0.083115,0.0833015
1410,295.307,363.789,354.75,358.718,1.17276,1.17279,0.083115,0.0833015
1411,295.307,363.855,354.816,358.791,1.17311,1.17314,0.083115,0.0833012
1411,295.307,363.855,354.816,358.791,1.17311,1.17314,0.083115,0.0833012
1415,295.307,364.119,355.078,359.081,1.17451,1.17454,0.083115,0.0832999
1415,295.307,364.119,355.078,359.081,1.17451,1.17454,0.083115,0.0832999
1416,295.307,364.185,355.144,359.153,1.17486,1.17489,0.083115,0.0832995
1416,295.307,364.185,355.144,359.153,1.17486,1.17489,0.083115,0.0832995
1420,295.307,364.449,355.406,359.443,1.17627,1.1763,0.083115,0.0832982
1420,295.307,364.449,355.406,359.443,1.17627,1.1763,0.083115,0.0832982
1421,295.307,364.515,355.472,359.515,1.17662,1.17665,0.083115,0.0832979
1421,295.307,364.515,355.472,359.515,1.17662,1.17665,0.083115,0.0832979
1425,295.307,364.779,355.735,359.805,1.17802,1.17805,0.083115,0.0832966
1425,295.307,364.779,355.735,359.805,1.17802,1.17805,0.083115,0.0832966
1426,295.307,364.845,355.8,359.877,1.17837,1.1784,0.083115,0.0832963
1426,295.307,364.845,355.8,359.877,1.17837,1.1784,0.083115,0.0832963
1430,295.307,365.109,356.063,360.166,1.17977,1.1798,0.083115,0.083295
1430,295.307,365.109,356.063,360.166,1.17977,1.1798,0.083115,0.083295
1431,295.307,365.175,356.129,360.238,1.18012,1.18015,0.083115,0.0832947
1431,295.307,365.175,356.129,360.238,1.18012,1.18015,0.083115,0.0832947
1435,295.307,365.439,356.392,360.527,1.18153,1.18156,0.083115,0.0832935
1435,295.307,365.439,356.392,360.527,1.18153,1.18156,0.083115,0.0832935
1436,295.307,365.505,356.458,360.599,1.18188,1.18191,0.083115,0.0832931
1436,295.307,365.505,356.458,360.599,1.18188,1.18191,0.083115,0.0832931
1440,295.307,365.769,356.721,360.888,1.18328,1.18331,0.083115,0.0832919
1440,295.307,365.769,356.721,360.888,1.18328,1.18331,0.083115,0.0832919
1440,295.307,365.769,356.721,360.888,1.18328,1.18331,0.083115,0.0832919
1440,295.307,365.769,356.721,360.888,1.18328,1.18331,0.083115,0.0832919
1441,295.307,365.824,356.784,360.96,1.18347,1.18349,0.083115,0.0832913
1441,295.307,365.824,356.784,360.96,1.18347,1.18349,0.083115,0.0832913
1445,295.307,366.044,357.025,361.243,1.18421,1.18424,0.083115,0.0832867
1445,295.307,366.044,357.025,361.243,1.18421,1.18424,0.083115,0.0832867
1446,295.307,366.099,357.085,361.313,1.1844,1.18443,0.083115,0.0832857
1446,295.307,366.099,357.085,361.313,1.1844,1.18443,0.083115,0.0832857
1450,295.307,366.319,357.324,361.59,1.18515,1.18517,0.083115,0.0832816
1450,295.307,366.319,357.324,361.59,1.18515,1.18517,0.083115,0.0832816
1451,295.307,366.374,357.384,361.658,1.18533,1.18536,0.083115,0.0832807
1451,295.307,366.374,357.384,361.658,1.18533,1.18536,0.083115,0.0832807
1455,295.307,366.594,357.62,361.928,1.18608,1.18611,0.083115,0.0832771
1455,295.307,366.594,357.62,361.928,1.18608,1.18611,0.083115,0.0832771
1456,295.307,366.649,357.678,361.995,1.18627,1.18629,0.083115,0.0832763
1456,295.307,366.649,357.678,361.995,1.18627,1.18629,0.083115,0.0832763
1460,295.307,366.869,357.912,362.26,1.18701,1.18704,0.083115,0.0832731
1460,295.307,366.869,357.912,362.26,1.18701,1.18704,0.083115,0.0832731
1461,295.307,366.924,357.97,362.326,1.1872,1.18723,0.083115,0.0832723
1461,295.307,366.924,357.97,362.326,1.1872,1.18723,0.083115,0.0832723
1465,295.307,367.144,358.201,362.586,1.18795,1.18797,0.083115,0.0832695
1465,295.307,367.144,358.201,362.586,1.18795,1.18797,0.083115,0.0832695
1466,295.307,367.199,358.258,362.651,1.18814,1.18816,0.083115,0.0832689
1466,295.307,367.199,358.258,362.651,1.18814,1.18816,0.083115,0.0832689
1470,295.307,367.419,358.488,362.908,1.18888,1.18891,0.083115,0.0832663
1470,295.307,367.419,358.488,362.908,1.18888,1.18891,0.083115,0.0832663
1471,295.307,367.474,358.545,362.972,1.18907,1.18909,0.083115,0.0832657
1471,295.307,367.474,358.545,362.972,1.18907,1.18909,0.083115,0.0832657
1475,295.307,367.694,358.772,363.225,1.18982,1.18984,0.083115,0.0832635
1475,295.307,367.694,358.772,363.225,1.18982,1.18984,0.083115,0.0832635
1476,295.307,367.749,358.829,363.289,1.19,1.19003,0.083115,0.0832629
1476,295.307,367.749,358.829,363.289,1.19,1.19003,0.083115,0.0832629
1480,295.307,367.969,359.055,363.539,1.19075,1.19077,0.083115,0.0832609
1480,295.307,367.969,359.055,363.539,1.19075,1.19077,0.083115,0.0832609
1481,295.307,368.024,359.112,363.602,1.19094,1.19096,0.083115,0.0832604
1481,295.307,368.024,359.112,363.602,1.19094,1.19096,0.083115,0.0832604
1485,295.307,368.244,359.337,363.851,1.19168,1.19171,0.083115,0.0832586
1485,295.307,368.244,359.337,363.851,1.19168,1.19171,0.083115,0.0832586
1486,295.307,368.299,359.393,363.912,1.19187,1.19189,0.083115,0.0832582
1486,295.307,368.299,359.393,363.912,1.19187,1.19189,0.083115,0.0832582
1490,295.307,368.519,359.617,364.159,1.19262,1.19264,0.083115,0.0832565
1490,295.307,368.519,359.617,364.159,1.19262,1.19264,0.083115,0.0832565
1491,295.307,368.574,359.673,364.221,1.1928,1.19283,0.083115,0.0832561
1491,295.307,368.574,359.673,364.221,1.1928,1.19283,0.083115,0.0832561
1495,295.307,368.795,359.896,364.466,1.19355,1.19357,0.083115,0.0832546
1495,295.307,368.795,359.896,364.466,1.19355,1.19357,0.083115,0.0832546
1496,295.307,368.85,359.951,364.527,1.19374,1.19376,0.083115,0.0832542
1496,295.307,368.85,359.951,364.527,1.19374,1.19376,0.083115,0.0832542
1500,295.307,369.07,360.174,364.77,1.19448,1.19451,0.083115,0.0832528
1500,295.307,369.07,360.174,364.77,1.19448,1.19451,0.083115,0.0832528
1501,295.307,369.125,360.229,364.831,1.19467,1.1947,0.083115,0.0832524
1501,295.307,369.125,360.229,364.831,1.19467,1.1947,0.083115,0.0832524
1505,295.307,369.345,360.451,365.073,1.19542,1.19544,0.083115,0.083251
1505,295.307,369.345,360.451,365.073,1.19542,1.19544,0.083115,0.083251
1506,295.307,369.4,360.506,365.134,1.1956,1.19563,0.083115,0.0832507
1506,295.307,369.4,360.506,365.134,1.1956,1.19563,0.083115,0.0832507
1510,295.307,369.62,360.727,365.375,1.19635,1.19638,0.083115,0.0832495
1510,295.307,369.62,360.727,365.375,1.19635,1.19638,0.083115,0.0832495
1511,295.307,369.675,360.782,365.435,1.19654,1.19656,0.083115,0.0832492
1511,295.307,369.675,360.782,365.435,1.19654,1.19656,0.083115,0.0832492
1515,295.307,369.895,361.003,365.675,1.19729,1.19731,0.083115,0.0832482
1515,295.307,369.895,361.003,365.675,1.19729,1.19731,0.083115,0.0832482
1516,295.307,369.95,361.058,365.735,1.19747,1.1975,0.083115,0.0832479
1516,295.307,369.95,361.058,365.735,1.19747,1.1975,0.083115,0.0832479
1520,295.307,370.17,361.278,365.975,1.19822,1.19824,0.083115,0.0832469
1520,295.307,370.17,361.278,365.975,1.19822,1.19824,0.083115,0.0832469
1521,295.307,370.225,361.333,366.035,1.19841,1.19843,0.083115,0.0832467
1521,295.307,370.225,361.333,366.035,1.19841,1.19843,0.083115,0.0832467
1525,295.307,370.445,361.552,366.273,1.19915,1.19918,0.083115,0.0832457
1525,295.307,370.445,361.552,366.273,1.19915,1.19918,0.083115,0.0832457
1526,295.307,370.5,361.607,366.333,1.19934,1.19936,0.083115,0.0832455
1526,295.307,370.5,361.607,366.333,1.19934,1.19936,0.083115,0.0832455
1530,295.307,370.72,361.827,366.571,1.20009,1.20011,0.083115,0.0832447
1530,295.307,370.72,361.827,366.571,1.20009,1.20011,0.083115,0.0832447
1531,295.307,370.775,361.882,366.631,1.20027,1.2003,0.083115,0.0832445
1531,295.307,370.775,361.882,366.631,1.20027,1.2003,0.083115,0.0832445
1535,295.307,370.995,362.101,366.868,1.20102,1.20104,0.083115,0.0832436
1535,295.307,370.995,362.101,366.868,1.20102,1.20104,0.083115,0.0832436
1536,295.307,371.05,362.155,366.928,1.20121,1.20123,0.083115,0.0832434
1536,295.307,371.05,362.155,366.928,1.20121,1.20123,0.083115,0.0832434
1540,295.307,371.27,362.374,367.165,1.20195,1.20198,0.083115,0.0832427
1540,295.307,371.27,362.374,367.165,1.20195,1.20198,0.083115,0.0832427
1541,295.307,371.325,362.429,367.224,1.20214,1.20216,0.083115,0.0832425
1541,295.307,371.325,362.429,367.224,1.20214,1.20216,0.083115,0.0832425
1545,295.307,371.545,362.648,367.461,1.20289,1.20291,0.083115,0.0832418
1545,295.307,371.545,362.648,367.461,1.20289,1.20291,0.083115,0.0832418
1546,295.307,371.6,362.703,367.52,1.20307,1.2031,0.083115,0.0832416
1546,295.307,371.6,362.703,367.52,1.20307,1.2031,0.083115,0.0832416
1550,295.307,371.82,362.921,367.756,1.20382,1.20384,0.083115,0.0832409
1550,295.307,371.82,362.921,367.756,1.20382,1.20384,0.083115,0.0832409
1551,295.307,371.875,362.976,367.815,1.20401,1.20403,0.083115,0.0832408
1551,295.307,371.875,362.976,367.815,1.20401,1.20403,0.083115,0.0832408
1555,295.307,372.096,363.194,368.051,1.20475,1.20478,0.083115,0.0832401
1555,295.307,372.096,363.194,368.051,1.20475,1.20478,0.083115,0.0832401
1556,295.307,372.151,363.249,368.11,1.20494,1.20497,0.083115,0.08324
1556,295.307,372.151,363.249,368.11,1.20494,1.20497,0.083115,0.08324
1560,295.307,372.371,363.467,368.346,1.20569,1.20571,0.083115,0.0832393
1560,295.307,372.371,363.467,368.346,1.20569,1.20571,0.083115,0.0832393
1561,295.307,372.426,363.522,368.405,1.20588,1.2059,0.083115,0.0832392
1561,295.307,372.426,363.522,368.405,1.20588,1.2059,0.083115,0.0832392
1565,295.307,372.646,363.74,368.64,1.20662,1.20665,0.083115,0.0832386
1565,295.307,372.646,363.74,368.64,1.20662,1.20665,0.083115,0.0832386
1566,295.307,372.701,363.795,368.699,1.20681,1.20683,0.083115,0.0832385
1566,295.307,372.701,363.795,368.699,1.20681,1.20683,0.083115,0.0832385
1570,295.307,372.921,364.013,368.934,1.20756,1.20758,0.083115,0.0832379
1570,295.307,372.921,364.013,368.934,1.20756,1.20758,0.083115,0.0832379
1571,295.307,372.976,364.068,368.993,1.20774,1.20777,0.083115,0.0832378
1571,295.307,372.976,364.068,368.993,1.20774,1.20777,0.083115,0.0832378
1575,295.307,373.196,364.286,369.228,1.20849,1.20851,0.083115,0.0832372
1575,295.307,373.196,364.286,369.228,1.20849,1.20851,0.083115,0.0832372
1576,295.307,373.251,364.34,369.286,1.20868,1.2087,0.083115,0.0832371
1576,295.307,373.251,364.34,369.286,1.20868,1.2087,0.083115,0.0832371
1580,295.307,373.471,364.558,369.521,1.20942,1.20945,0.083115,0.0832365
1580,295.307,373.471,364.558,369.521,1.20942,1.20945,0.083115,0.0832365
1581,295.307,373.526,364.613,369.58,1.20961,1.20963,0.083115,0.0832364
1581,295.307,373.526,364.613,369.58,1.20961,1.20963,0.083115,0.0832364
1585,295.307,373.746,364.831,369.814,1.21036,1.21038,0.083115,0.0832359
1585,295.307,373.746,364.831,369.814,1.21036,1.21038,0.083115,0.0832359
1586,295.307,373.801,364.886,369.873,1.21054,1.21057,0.083115,0.0832358
1586,295.307,373.801,364.886,369.873,1.21054,1.21057,0.083115,0.0832358
1590,295.307,374.021,365.104,370.107,1.21129,1.21131,0.083115,0.0832353
1590,295.307,374.021,365.104,370.107,1.21129,1.21131,0.083115,0.0832353
1591,295.307,374.076,365.158,370.166,1.21148,1.2115,0.083115,0.0832352
1591,295.307,374.076,365.158,370.166,1.21148,1.2115,0.083115,0.0832352
1595,295.307,374.296,365.376,370.4,1.21222,1.21225,0.083115,0.0832347
1595,295.307,374.296,365.376,370.4,1.21222,1.21225,0.083115,0.0832347
1596,295.307,374.351,365.431,370.459,1.21241,1.21243,0.083115,0.0832345
1596,295.307,374.351,365.431,370.459,1.21241,1.21243,0.083115,0.0832345
1600,295.307,374.571,365.649,370.693,1.21316,1.21318,0.083115,0.0832341
1600,295.307,374.571,365.649,370.693,1.21316,1.21318,0.083115,0.0832341
1601,295.307,374.626,365.703,370.751,1.21334,1.21337,0.083115,0.083234
1601,295.307,374.626,365.703,370.751,1.21334,1.21337,0.083115,0.083234
1605,295.307,374.846,365.922,370.985,1.21409,1.21412,0.083115,0.0832335
1605,295.307,374.846,365.922,370.985,1.21409,1.21412,0.083115,0.0832335
1606,295.307,374.901,365.976,371.043,1.21428,1.2143,0.083115,0.0832334
1606,295.307,374.901,365.976,371.043,1.21428,1.2143,0.083115,0.0832334
1610,295.307,375.121,366.194,371.277,1.21503,1.21505,0.083115,0.0832329
1610,295.307,375.121,366.194,371.277,1.21503,1.21505,0.083115,0.0832329
1611,295.307,375.176,366.249,371.336,1.21521,1.21524,0.083115,0.0832328
1611,295.307,375.176,366.249,371.336,1.21521,1.21524,0.083115,0.0832328
1615,295.307,375.396,366.467,371.569,1.21596,1.21598,0.083115,0.0832324
1615,295.307,375.396,366.467,371.569,1.21596,1.21598,0.083115,0.0832324
1616,295.307,375.452,366.521,371.628,1.21615,1.21617,0.083115,0.0832323
1616,295.307,375.452,366.521,371.628,1.21615,1.21617,0.083115,0.0832323
1620,295.307,375.672,366.739,371.861,1.21689,1.21692,0.083115,0.0832318
1620,295.307,375.672,366.739,371.861,1.21689,1.21692,0.083115,0.0832318
1621,295.307,375.727,366.794,371.92,1.21708,1.2171,0.083115,0.0832317
1621,295.307,375.727,366.794,371.92,1.21708,1.2171,0.083115,0.0832317
1625,295.307,375.947,367.012,372.153,1.21783,1.21785,0.083115,0.0832313
1625,295.307,375.947,367.012,372.153,1.21783,1.21785,0.083115,0.0832313
1626,295.307,376.002,367.067,372.211,1.21801,1.21804,0.083115,0.0832312
1626,295.307,376.002,367.067,372.211,1.21801,1.21804,0.083115,0.0832312
1630,295.307,376.222,367.285,372.445,1.21876,1.21878,0.083115,0.0832307
1630,295.307,376.222,367.285,372.445,1.21876,1.21878,0.083115,0.0832307
1631,295.307,376.277,367.339,372.503,1.21895,1.21897,0.083115,0.0832306
1631,295.307,376.277,367.339,372.503,1.21895,1.21897,0.083115,0.0832306
1635,295.307,376.497,367.558,372.736,1.21969,1.21972,0.083115,0.0832302
1635,295.307,376.497,367.558,372.736,1.21969,1.21972,0.083115,0.0832302
1636,295.307,376.552,367.612,372.794,1.21988,1.2199,0.083115,0.0832301
1636,295.307,376.552,367.612,372.794,1.21988,1.2199,0.083115,0.0832301
1640,295.307,376.772,367.83,373.028,1.22063,1.22065,0.083115,0.0832297
1640,295.307,376.772,367.83,373.028,1.22063,1.22065,0.083115,0.0832297
1641,295.307,376.827,367.885,373.086,1.22081,1.22084,0.083115,0.0832296
1641,295.307,376.827,367.885,373.086,1.22081,1.22084,0.083115,0.0832296
1645,295.307,377.047,368.103,373.319,1.22156,1.22158,0.083115,0.0832292
1645,295.307,377.047,368.103,373.319,1.22156,1.22158,0.083115,0.0832292
1646,295.307,377.102,368.158,373.377,1.22175,1.22177,0.083115,0.083229
1646,295.307,377.102,368.158,373.377,1.22175,1.22177,0.083115,0.083229
1650,295.307,377.322,368.376,373.61,1.22249,1.22252,0.083115,0.0832286
1650,295.307,377.322,368.376,373.61,1.22249,1.22252,0.083115,0.0832286
1651,295.307,377.377,368.431,373.668,1.22268,1.22271,0.083115,0.0832285
1651,295.307,377.377,368.431,373.668,1.22268,1.22271,0.083115,0.0832285
1655,295.307,377.597,368.649,373.901,1.22343,1.22345,0.083115,0.0832281
1655,295.307,377.597,368.649,373.901,1.22343,1.22345,0.083115,0.0832281
1656,295.307,377.652,368.703,373.959,1.22362,1.22364,0.083115,0.083228
1656,295.307,377.652,368.703,373.959,1.22362,1.22364,0.083115,0.083228
1660,295.307,377.872,368.922,374.192,1.22436,1.22439,0.083115,0.0832276
1660,295.307,377.872,368.922,374.192,1.22436,1.22439,0.083115,0.0832276
1661,295.307,377.927,368.976,374.25,1.22455,1.22457,0.083115,0.0832275
1661,295.307,377.927,368.976,374.25,1.22455,1.22457,0.083115,0.0832275
1665,295.307,378.147,369.195,374.483,1.2253,1.22532,0.083115,0.0832271
1665,295.307,378.147,369.195,374.483,1.2253,1.22532,0.083115,0.0832271
1666,295.307,378.202,369.249,374.541,1.22548,1.22551,0.083115,0.083227
1666,295.307,378.202,369.249,374.541,1.22548,1.22551,0.083115,0.083227
1670,295.307,378.422,369.468,374.774,1.22623,1.22625,0.083115,0.0832265
1670,295.307,378.422,369.468,374.774,1.22623,1.22625,0.083115,0.0832265
1671,295.307,378.477,369.522,374.832,1.22642,1.22644,0.083115,0.0832264
1671,295.307,378.477,369.522,374.832,1.22642,1.22644,0.083115,0.0832264
1675,295.307,378.697,369.741,375.064,1.22716,1.22719,0.083115,0.083226
1675,295.307,378.697,369.741,375.064,1.22716,1.22719,0.083115,0.083226
1676,295.307,378.752,369.795,375.122,1.22735,1.22737,0.083115,0.0832259
1676,295.307,378.752,369.795,375.122,1.22735,1.22737,0.083115,0.0832259
1680,295.307,378.973,370.014,375.355,1.2281,1.22812,0.083115,0.0832255
1680,295.307,378.973,370.014,375.355,1.2281,1.22812,0.083115,0.0832255
1680,295.307,378.973,370.014,375.355,1.2281,1.22812,0.083115,0.0832255
1680,295.307,378.973,370.014,375.355,1.2281,1.22812,0.083115,0.0832255
1681,295.307,379.021,370.067,375.413,1.22818,1.2282,0.083115,0.0832252
1681,295.307,379.021,370.067,375.413,1.22818,1.2282,0.083115,0.0832252
1685,295.307,379.214,370.272,375.642,1.22852,1.22854,0.083115,0.083223
1685,295.307,379.214,370.272,375.642,1.22852,1.22854,0.083115,0.083223
1686,295.307,379.262,370.323,375.698,1.2286,1.22863,0.083115,0.0832226
1686,295.307,379.262,370.323,375.698,1.2286,1.22863,0.083115,0.0832226
1690,295.307,379.456,370.527,375.923,1.22894,1.22896,0.083115,0.0832207
1690,295.307,379.456,370.527,375.923,1.22894,1.22896,0.083115,0.0832207
1691,295.307,379.504,370.577,375.979,1.22903,1.22905,0.083115,0.0832202
1691,295.307,379.504,370.577,375.979,1.22903,1.22905,0.083115,0.0832202
1695,295.307,379.697,370.779,376.2,1.22936,1.22939,0.083115,0.0832186
1695,295.307,379.697,370.779,376.2,1.22936,1.22939,0.083115,0.0832186
1696,295.307,379.745,370.829,376.255,1.22945,1.22947,0.083115,0.0832182
1696,295.307,379.745,370.829,376.255,1.22945,1.22947,0.083115,0.0832182
1700,295.307,379.939,371.029,376.473,1.22979,1.22981,0.083115,0.0832167
1700,295.307,379.939,371.029,376.473,1.22979,1.22981,0.083115,0.0832167
1701,295.307,379.987,371.079,376.527,1.22987,1.22989,0.083115,0.0832164
1701,295.307,379.987,371.079,376.527,1.22987,1.22989,0.083115,0.0832164
1705,295.307,380.18,371.277,376.742,1.23021,1.23023,0.083115,0.0832151
1705,295.307,380.18,371.277,376.742,1.23021,1.23023,0.083115,0.0832151
1706,295.307,380.228,371.327,376.796,1.23029,1.23031,0.083115,0.0832148
1706,295.307,380.228,371.327,376.796,1.23029,1.23031,0.083115,0.0832148
1710,295.307,380.422,371.524,377.009,1.23063,1.23065,0.083115,0.0832136
1710,295.307,380.422,371.524,377.009,1.23063,1.23065,0.083115,0.0832136
1711,295.307,380.47,371.573,377.062,1.23072,1.23074,0.083115,0.0832133
1711,295.307,380.47,371.573,377.062,1.23072,1.23074,0.083115,0.0832133
1715,295.307,380.663,371.769,377.273,1.23105,1.23107,0.083115,0.0832123
1715,295.307,380.663,371.769,377.273,1.23105,1.23107,0.083115,0.0832123
1716,295.307,380.711,371.818,377.326,1.23114,1.23116,0.083115,0.083212
1716,295.307,380.711,371.818,377.326,1.23114,1.23116,0.083115,0.083212
1720,295.307,380.905,372.014,377.535,1.23148,1.2315,0.083115,0.0832111
1720,295.307,380.905,372.014,377.535,1.23148,1.2315,0.083115,0.0832111
1721,295.307,380.953,372.062,377.588,1.23156,1.23158,0.083115,0.0832108
