time_t,RecupHP_out_T,RecupHP_out_P,Turbine_in_T,Turbine_in_P,Cycle_Mdot,HotOil_Evap_in_T,HotOil_Evap_out_T,HotOil_Mdot
494,35.438981,9.697286,49.533194,9.709821,0.082593,98.987509,91.035089,1.151119
494.5,35.419433,9.704177,49.457322,9.715606,0.082564,99.00035,90.831864,1.155221
495,35.414903,9.710474,49.397013,9.715606,0.082591,99.03233,90.636424,1.159625
495.5,35.414903,9.710474,49.397013,9.72139,0.082572,99.03233,90.636424,1.163835
496,35.382355,9.716275,49.329494,9.72139,0.082639,99.06003,90.384166,1.166518
496.5,35.382355,9.716275,49.329494,9.727175,0.082643,99.06003,90.384166,1.169112
497,35.386048,9.721216,49.262472,9.727175,0.082514,99.09875,90.168523,1.169528
497.5,35.359311,9.724561,49.198384,9.727175,0.082597,99.139881,90.075484,1.173982
498,35.359311,9.724561,49.198384,9.738744,0.082613,99.139881,90.075484,1.179249
498.5,35.344392,9.727319,49.141654,9.732959,0.082635,99.161431,89.808985,1.179801
499,35.344392,9.727319,49.141654,9.732959,0.08276,99.161431,89.808985,1.182042
499.5,35.324598,9.728104,49.118336,9.738744,0.082799,99.241529,89.537311,1.183606
500,35.324598,9.728104,49.118336,9.732959,0.082825,99.241529,89.537311,1.187195
500.5,35.297073,9.728678,49.068418,9.732959,0.082725,99.264604,89.367546,1.189034
501,35.272158,9.729003,49.052905,9.732959,0.08279,99.328219,89.16777,1.190885
501.5,35.272158,9.729003,49.052905,9.732959,0.082957,99.328219,89.16777,1.192366
502,35.260537,9.728104,49.043856,9.732959,0.083018,99.385537,88.975435,1.192824
502.5,35.260537,9.728104,49.043856,9.732959,0.083145,99.385537,88.975435,1.194543
503,35.211692,9.726948,49.030929,9.732959,0.083236,99.456336,88.767183,1.196066
503.5,35.203173,9.725215,49.055192,9.732959,0.08315,99.517935,88.592934,1.197418
504,35.203173,9.725215,49.055192,9.732959,0.083219,99.517935,88.592934,1.198942
504.5,35.177569,9.72294,49.055988,9.727175,0.08339,99.59021,88.412278,1.198979
505,35.177569,9.72294,49.055988,9.727175,0.083432,99.59021,88.412278,1.200311
505.5,35.15743,9.720326,49.09099,9.727175,0.0835,99.66273,88.268384,1.202509
506,35.121091,9.717854,49.117739,9.727175,0.083551,99.727527,88.123701,1.202181
506.5,35.121091,9.717854,49.117739,9.72139,0.083482,99.727527,88.123701,1.20255
507,35.095487,9.713938,49.165072,9.72139,0.083573,99.808707,87.996858,1.203828
507.5,35.095487,9.713938,49.165072,9.72139,0.083657,99.808707,87.996858,1.203794
508,35.069981,9.709617,49.233038,9.715606,0.08384,99.881523,87.877801,1.203597
508.5,35.069981,9.709617,49.233038,9.715606,0.083929,99.881523,87.877801,1.203978
509,35.04546,9.705684,49.29658,9.709821,0.084012,99.9506,87.809648,1.204718
509.5,35.003803,9.701653,49.375186,9.709821,0.084051,100.031534,87.696307,1.205503
510,35.003803,9.701653,49.375186,9.709821,0.083975,100.031534,87.696307,1.206122
510.5,34.980365,9.697677,49.473382,9.704037,0.084013,100.10312,87.613913,1.205252
511,34.980365,9.697677,49.473382,9.698252,0.084128,100.10312,87.613913,1.205909
511.5,34.959783,9.693767,49.546966,9.698252,0.084132,100.126195,87.569956,1.206642
512,34.934228,9.690438,49.672557,9.698252,0.084121,100.231926,87.531765,1.20611
512.5,34.934228,9.690438,49.672557,9.698252,0.08414,100.231926,87.531765,1.206062
513,34.898874,9.687457,49.713924,9.698252,0.084076,100.292098,87.497172,1.206608
513.5,34.898874,9.687457,49.713924,9.692468,0.084074,100.292098,87.497172,1.20471
514,34.888583,9.685852,49.92538,9.692468,0.084189,100.345824,87.46036,1.204477
514.5,34.874944,9.683866,50.069168,9.692468,0.084148,100.415737,87.455679,1.204632
515,34.874944,9.683866,50.069168,9.692468,0.084083,100.415737,87.455679,1.205203
515.5,34.835552,9.682126,50.19993,9.686683,0.084081,100.454064,87.440747,1.20535
516,34.835552,9.682126,50.19993,9.692468,0.084058,100.454064,87.440747,1.206252
516.5,34.819746,9.68225,50.359678,9.692468,0.084138,100.523928,87.430547,1.206711
517,34.819746,9.68225,50.359678,9.692468,0.084148,100.523928,87.430547,1.205438
517.5,34.798229,9.682684,50.527581,9.692468,0.084127,100.583608,87.458192,1.205059
518,34.769571,9.684594,50.603154,9.692468,0.084102,100.647125,87.474109,1.205374
518.5,34.769571,9.684594,50.603154,9.692468,0.08412,100.647125,87.474109,1.205334
519,34.746823,9.687319,50.810384,9.698252,0.084201,100.700261,87.510033,1.206203
519.5,34.746823,9.687319,50.810384,9.698252,0.084208,100.700261,87.510033,1.206314
520,34.724813,9.689526,50.969486,9.698252,0.084208,100.747395,87.553202,1.206003
520.5,34.703393,9.692605,51.190687,9.704037,0.084115,100.805943,87.596567,1.205911
521,34.703393,9.692605,51.190687,9.704037,0.084075,100.805943,87.596567,1.206111
521.5,34.671043,9.69768,51.378627,9.715606,0.084147,100.855635,87.645796,1.206589
522,34.671043,9.69768,51.378627,9.709821,0.084143,100.855635,87.645796,1.206431
522.5,34.653022,9.70291,51.568505,9.715606,0.084057,100.895782,87.682263,1.207946
523,34.63761,9.70923,51.81019,9.715606,0.084056,100.949214,87.74938,1.206092
523.5,34.63761,9.70923,51.81019,9.72139,0.084054,100.949214,87.74938,1.205511
524,34.599498,9.715963,52.014984,9.727175,0.084039,100.970714,87.801714,1.204626
524.5,34.599498,9.715963,52.014984,9.727175,0.08409,100.970714,87.801714,1.205475
525,34.58517,9.724151,52.268304,9.732959,0.084065,101.013075,87.883418,1.202223
525.5,34.58517,9.724151,52.268304,9.738744,0.083964,101.013075,87.883418,1.201531
526,34.554887,9.732214,52.491047,9.744528,0.08393,101.048745,87.946249,1.202002
526.5,34.534207,9.7403,52.705387,9.744528,0.083892,101.06321,88.035295,1.203049
527,34.534207,9.7403,52.705387,9.761882,0.083885,101.06321,88.035295,1.204004
527.5,34.538343,9.749259,52.975164,9.761882,0.083933,101.101635,88.094972,1.203798
528,34.508258,9.75856,53.212822,9.767666,0.083854,101.106801,88.167757,1.202891
528.5,34.508258,9.75856,53.212822,9.773451,0.083943,101.106801,88.167757,1.201562
529,34.492698,9.768481,53.357009,9.779235,0.083872,101.148671,88.264836,1.199975
529.5,34.492698,9.768481,53.357009,9.78502,0.083886,101.148671,88.264836,1.202344
530,34.466897,9.778527,53.734527,9.790804,0.083934,101.162102,88.333185,1.201361
530.5,34.466897,9.778527,53.734527,9.808158,0.083962,101.162102,88.333185,1.201346
531,34.44469,9.788885,53.978202,9.802373,0.083936,101.184931,88.441944,1.202029
531.5,34.428785,9.799338,54.144811,9.808158,0.083911,101.20835,88.518572,1.202148
532,34.428785,9.799338,54.144811,9.831296,0.083779,101.20835,88.518572,1.201687
532.5,34.409976,9.810021,54.404197,9.825511,0.083768,101.21268,88.586724,1.200767
533,34.409976,9.810021,54.404197,9.831296,0.083819,101.21268,88.586724,1.200558
533.5,34.396829,9.821747,54.665423,9.837081,0.083856,101.243381,88.687647,1.201646
534,34.396829,9.821747,54.665423,9.837081,0.083865,101.243381,88.687647,1.202368
534.5,34.384765,9.83398,54.964733,9.842865,0.083771,101.243922,88.778369,1.201948
535,34.354286,9.845818,55.230383,9.866003,0.083775,101.246579,88.808183,1.19927
535.5,34.354286,9.845818,55.230383,9.866003,0.083831,101.246579,88.808183,1.19734
536,34.345325,9.858326,55.542521,9.871788,0.083829,101.273885,88.911225,1.19791
536.5,34.345325,9.858326,55.542521,9.889141,0.083829,101.273885,88.911225,1.199548
537,34.324792,9.870736,55.818812,9.889141,0.083861,101.261978,88.986276,1.198423
537.5,34.318834,9.883661,56.074866,9.90071,0.083774,101.266603,89.076999,1.199136
538,34.318834,9.883661,56.074866,9.90071,0.083794,101.266603,89.076999,1.197844
538.5,34.292589,9.896629,56.393269,9.90071,0.083802,101.27723,89.150424,1.198635
539,34.292589,9.896629,56.393269,9.918064,0.083863,101.27723,89.150424,1.198576
539.5,34.272844,9.909931,56.677514,9.918064,0.083865,101.272556,89.228728,1.199603
540,34.273287,9.923526,56.994127,9.941202,0.083852,101.279149,89.314226,1.197478
540.5,34.273287,9.923526,56.994127,9.946986,0.083743,101.279149,89.314226,1.199106
541,34.256054,9.937246,57.280461,9.946986,0.083718,101.260601,89.392678,1.199293
541.5,34.256054,9.937246,57.280461,9.958555,0.083759,101.260601,89.392678,1.197461
542,34.235127,9.950913,57.555408,9.970124,0.083731,101.257157,89.47384,1.198088
542.5,34.235127,9.950913,57.555408,9.975909,0.083728,101.257157,89.47384,1.198859
543,34.229858,9.964639,57.810369,9.987478,0.083721,101.254893,89.554214,1.198957
543.5,34.217154,9.978358,58.170387,9.987478,0.083719,101.241609,89.631187,1.196305
544,34.217154,9.978358,58.170387,9.999047,0.08361,101.241609,89.631187,1.197069
544.5,34.211886,9.992311,58.30975,10.010616,0.083605,101.229555,89.685985,1.197535
545,34.211886,9.992311,58.30975,10.0164,0.083675,101.229555,89.685985,1.198189
545.5,34.192338,10.006034,58.644162,10.027969,0.083674,101.216862,89.762515,1.197539
546,34.173085,10.02019,58.932932,10.033754,0.083661,101.213713,89.792969,1.197072
546.5,34.173085,10.02019,58.932932,10.039538,0.083671,101.213713,89.792969,1.196176
547,34.180668,10.034763,59.264411,10.051107,0.083589,101.195952,89.864226,1.196853
547.5,34.180668,10.034763,59.264411,10.051107,0.083604,101.195952,89.864226,1.196323
548,34.154276,10.049517,59.55691,10.062677,0.08369,101.177305,89.967761,1.195793
548.5,34.153439,10.063581,59.852541,10.074246,0.083707,101.165989,89.992844,1.196112
549,34.153439,10.063581,59.852541,10.074246,0.083699,101.165989,89.992844,1.194885
549.5,34.142754,10.077987,60.187103,10.085815,0.083619,101.136715,90.059617,1.194386
550,34.142754,10.077987,60.187103,10.103168,0.083604,101.136715,90.059617,1.194433
550.5,34.125175,10.092314,60.488849,10.103168,0.083659,101.120922,90.126291,1.194397
551,34.125175,10.092314,60.488849,10.120522,0.083625,101.120922,90.126291,1.195376
551.5,34.115475,10.106188,60.818439,10.120522,0.083581,101.091549,90.184341,1.194917
552,34.096961,10.120777,61.095823,10.132091,0.083549,101.067048,90.236971,1.193409
552.5,34.096961,10.120777,61.095823,10.132091,0.083439,101.067048,90.236971,1.19301
553,34.104298,10.135288,61.395829,10.155229,0.083505,101.052091,90.300442,1.192346
553.5,34.104298,10.135288,61.395829,10.161013,0.083484,101.052091,90.300442,1.193749
554,34.097897,10.150147,61.734318,10.161013,0.083486,101.03123,90.352234,1.194264
554.5,34.07697,10.164365,62.025425,10.172582,0.083484,100.989213,90.400921,1.194156
555,34.07697,10.164365,62.025425,10.184151,0.083406,100.989213,90.400921,1.193118
555.5,34.079629,10.178863,62.162004,10.184151,0.08341,100.976372,90.453452,1.192891
556,34.079629,10.178863,62.162004,10.19572,0.083504,100.976372,90.453452,1.192571
556.5,34.0653,10.194286,62.597297,10.207289,0.083512,100.937209,90.484695,1.192219
557,34.067664,10.20863,62.924848,10.213074,0.083524,100.91192,90.527173,1.192255
557.5,34.067664,10.20863,62.924848,10.218858,0.083539,100.91192,90.527173,1.191484
558,34.062986,10.222671,63.103141,10.236212,0.083457,100.87994,90.578226,1.190879
558.5,34.062986,10.222671,63.103141,10.241996,0.083444,100.87994,90.578226,1.190889
559,34.046244,10.237723,63.392359,10.247781,0.083508,100.845451,90.617353,1.191275
559.5,34.046244,10.237723,63.392359,10.265134,0.08347,100.845451,90.617353,1.191524
560,34.049396,10.25232,63.678891,10.265134,0.083409,100.806041,90.640662,1.191967
560.5,34.039597,10.267004,64.003658,10.270919,0.083346,100.767813,90.674862,1.191924
561,34.039597,10.267004,64.003658,10.288273,0.08323,100.767813,90.674862,1.191383
561.5,34.036347,10.281229,64.290936,10.288273,0.083203,100.745968,90.702162,1.1905
562,34.036347,10.281229,64.290936,10.305626,0.083262,100.745968,90.702162,1.189015
562.5,34.033836,10.295855,64.612422,10.32298,0.083249,100.696178,90.741437,1.190007
563,34.021132,10.3099,64.884138,10.32298,0.083236,100.657113,90.767111,1.190782
563.5,34.021132,10.3099,64.884138,10.32298,0.083254,100.657113,90.767111,1.189552
564,34.020541,10.324644,65.168582,10.334549,0.083169,100.623214,90.796334,1.189042
564.5,34.020541,10.324644,65.168582,10.340333,0.083186,100.623214,90.796334,1.188853
565,34.015765,10.338416,65.480521,10.357687,0.083262,100.573571,90.837728,1.188994
565.5,34.006262,10.353261,65.779185,10.369256,0.083249,100.546511,90.854088,1.189106
566,34.006262,10.353261,65.779185,10.37504,0.083203,100.546511,90.854088,1.189272
566.5,34.008823,10.36706,66.083816,10.380825,0.083062,100.513203,90.877989,1.189462
567,34.008823,10.36706,66.083816,10.392394,0.083029,100.513203,90.877989,1.189972
567.5,34.001732,10.380743,66.345439,10.398178,0.083061,100.453228,90.901741,1.18944
568,34.001732,10.380743,66.345439,10.403963,0.083061,100.453228,90.901741,1.190104
568.5,34.00508,10.395707,66.631325,10.409747,0.083056,100.435467,90.924015,1.189069
569,33.99282,10.409407,66.823639,10.421316,0.08295,100.38543,90.946141,1.188335
569.5,33.99282,10.409407,66.823639,10.432885,0.082952,100.38543,90.946141,1.188361
570,33.991441,10.423701,67.192358,10.444454,0.083025,100.340264,90.961319,1.187962
570.5,33.991441,10.423701,67.192358,10.450239,0.083022,100.340264,90.961319,1.187528
571,33.994149,10.437007,67.337936,10.450239,0.083033,100.284226,90.971027,1.187195
571.5,33.981839,10.451251,67.640379,10.461808,0.082989,100.249195,90.98103,1.185839
572,33.981839,10.451251,67.640379,10.467592,0.08295,100.249195,90.98103,1.186441
572.5,33.985975,10.465096,67.917962,10.473377,0.082931,100.201274,90.993892,1.187683
573,33.985975,10.465096,67.917962,10.49073,0.082808,100.201274,90.993892,1.187193
573.5,33.973616,10.478569,68.205489,10.5023,0.0828,100.148532,91.001629,1.187736
574,33.98696,10.492525,68.469449,10.508084,0.082861,100.113108,91.010401,1.185771
574.5,33.98696,10.492525,68.469449,10.508084,0.082908,100.113108,91.010401,1.185229
575,33.978786,10.50545,68.719587,10.513869,0.082903,100.052887,91.028634,1.184132
575.5,33.978786,10.50545,68.719587,10.531222,0.082889,100.052887,91.028634,1.185153
576,33.97076,10.519308,69.016212,10.531222,0.082766,100.003736,91.024691,1.186628
576.5,33.97076,10.519308,69.016212,10.542791,0.082735,100.003736,91.024691,1.187335
577,33.976472,10.532318,69.270676,10.542791,0.082766,99.972396,91.036075,1.185043
577.5,33.971598,10.545732,69.556214,10.565929,0.082813,99.90755,91.037997,1.185085
578,33.971598,10.545732,69.556214,10.565929,0.082812,99.90755,91.037997,1.186009
578.5,33.973272,10.559166,69.809385,10.577498,0.082708,99.868091,91.044945,1.18656
579,33.973272,10.559166,69.809385,10.577498,0.082712,99.868091,91.044945,1.186611
579.5,33.967363,10.572062,70.051916,10.589067,0.082702,99.83803,91.050464,1.186248
580,33.955004,10.585374,70.33462,10.589067,0.082688,99.777121,91.044156,1.185545
580.5,33.955004,10.585374,70.33462,10.600636,0.082673,99.777121,91.044156,1.186295
581,33.964212,10.597938,70.579885,10.612205,0.082729,99.718572,91.046916,1.185241
581.5,33.964212,10.597938,70.579885,10.623774,0.082741,99.718572,91.046916,1.186614
582,33.960469,10.61066,70.699908,10.623774,0.082646,99.690233,91.047606,1.184815
582.5,33.95328,10.624018,71.020498,10.635343,0.082651,99.641673,91.034794,1.186343
583,33.95328,10.624018,71.020498,10.646912,0.082644,99.641673,91.034794,1.186446
583.5,33.961996,10.636661,71.33552,10.646912,0.082616,99.597098,91.035533,1.186456
584,33.961996,10.636661,71.33552,10.664266,0.082626,99.597098,91.035533,1.185993
584.5,33.948849,10.649747,71.468817,10.675835,0.082589,99.53668,91.023509,1.18636
585,33.948849,10.649747,71.468817,10.67005,0.08252,99.53668,91.023509,1.18561
585.5,33.960371,10.662632,71.717115,10.681619,0.082533,99.497172,91.020897,1.185767
586,33.954364,10.674839,71.949006,10.681619,0.082579,99.442068,91.020749,1.184933
586.5,33.954364,10.674839,71.949006,10.693188,0.082704,99.442068,91.020749,1.185009
587,33.954708,10.687068,72.19278,10.704757,0.082624,99.391835,91.00567,1.184861
587.5,33.954708,10.687068,72.19278,10.710542,0.082552,99.391835,91.00567,1.185853
588,33.965393,10.699858,72.432825,10.716326,0.082412,99.343668,90.996405,1.185555
588.5,33.956924,10.712458,72.700812,10.722111,0.082362,99.287039,90.997391,1.18415
589,33.956924,10.712458,72.700812,10.727896,0.08246,99.287039,90.997391,1.183354
589.5,33.958155,10.724192,72.913164,10.739465,0.082483,99.24886,90.978172,1.182923
590,33.958155,10.724192,72.913164,10.739465,0.082574,99.24886,90.978172,1.182905
590.5,33.957761,10.736207,73.12994,10.756818,0.082558,99.195035,90.970731,1.183024
591,33.951311,10.748443,73.379432,10.762603,0.08253,99.145244,90.96191,1.183161
591.5,33.951311,10.748443,73.379432,10.762603,0.082531,99.145244,90.96191,1.182674
592,33.961011,10.760442,73.585916,10.774172,0.082406,99.106425,90.947422,1.18302
592.5,33.961011,10.760442,73.585916,10.779956,0.082358,99.106425,90.947422,1.18324
593,33.950178,10.772366,73.839733,10.785741,0.082427,99.072723,90.939538,1.184157
593.5,33.950178,10.772366,73.839733,10.79731,0.082411,99.072723,90.939538,1.183674
594,33.953133,10.784401,74.043433,10.79731,0.082592,99.01324,90.922044,1.183647
594.5,33.955693,10.796404,74.253547,10.808879,0.082607,98.991543,90.909281,1.184899
595,33.955693,10.796404,74.253547,10.814663,0.082517,98.991543,90.909281,1.18499
595.5,33.947667,10.808682,74.391469,10.820448,0.082404,98.94436,90.892674,1.183196
596,33.947667,10.808682,74.391469,10.832017,0.08226,98.94436,90.892674,1.182914
596.5,33.957958,10.820944,74.652744,10.837801,0.082375,98.908002,90.884493,1.183236
597,33.951803,10.83249,74.799366,10.84937,0.082455,98.848765,90.864289,1.183387
597.5,33.951803,10.83249,74.799366,10.855155,0.082559,98.848765,90.864289,1.183254
598,33.95525,10.844296,75.027578,10.860939,0.08255,98.814521,90.858622,1.184325
