time,T_gasOut.T,T_gasIn.T,T_waterIn.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
1735,372.692,381.629,295.307,379.399,1.23274,1.23277,0.083115,0.0832068
1735,372.692,381.629,295.307,379.399,1.23274,1.23277,0.083115,0.0832068
1736,372.741,381.677,295.307,379.45,1.23283,1.23285,0.083115,0.0832066
1736,372.741,381.677,295.307,379.45,1.23283,1.23285,0.083115,0.0832066
1740,372.934,381.871,295.307,379.652,1.23317,1.23319,0.083115,0.0832058
1740,372.934,381.871,295.307,379.652,1.23317,1.23319,0.083115,0.0832058
1741,372.982,381.919,295.307,379.703,1.23325,1.23327,0.083115,0.0832056
1741,372.982,381.919,295.307,379.703,1.23325,1.23327,0.083115,0.0832056
1745,373.174,382.112,295.307,379.904,1.23359,1.23361,0.083115,0.0832049
1745,373.174,382.112,295.307,379.904,1.23359,1.23361,0.083115,0.0832049
1746,373.222,382.16,295.307,379.954,1.23367,1.2337,0.083115,0.0832047
1746,373.222,382.16,295.307,379.954,1.23367,1.2337,0.083115,0.0832047
1750,373.414,382.354,295.307,380.156,1.23401,1.23403,0.083115,0.083204
1750,373.414,382.354,295.307,380.156,1.23401,1.23403,0.083115,0.083204
1751,373.462,382.402,295.307,380.206,1.2341,1.23412,0.083115,0.0832038
1751,373.462,382.402,295.307,380.206,1.2341,1.23412,0.083115,0.0832038
1755,373.654,382.595,295.307,380.407,1.23443,1.23446,0.083115,0.0832032
1755,373.654,382.595,295.307,380.407,1.23443,1.23446,0.083115,0.0832032
1756,373.702,382.643,295.307,380.457,1.23452,1.23454,0.083115,0.083203
1756,373.702,382.643,295.307,380.457,1.23452,1.23454,0.083115,0.083203
1760,373.894,382.837,295.307,380.657,1.23486,1.23488,0.083115,0.0832024
1760,373.894,382.837,295.307,380.657,1.23486,1.23488,0.083115,0.0832024
1761,373.941,382.885,295.307,380.707,1.23494,1.23496,0.083115,0.0832023
1761,373.941,382.885,295.307,380.707,1.23494,1.23496,0.083115,0.0832023
1765,374.133,383.078,295.307,380.908,1.23528,1.2353,0.083115,0.0832017
1765,374.133,383.078,295.307,380.908,1.23528,1.2353,0.083115,0.0832017
1766,374.181,383.126,295.307,380.958,1.23536,1.23538,0.083115,0.0832015
1766,374.181,383.126,295.307,380.958,1.23536,1.23538,0.083115,0.0832015
1770,374.372,383.32,295.307,381.158,1.2357,1.23572,0.083115,0.083201
1770,374.372,383.32,295.307,381.158,1.2357,1.23572,0.083115,0.083201
1771,374.419,383.368,295.307,381.208,1.23578,1.23581,0.083115,0.0832008
1771,374.419,383.368,295.307,381.208,1.23578,1.23581,0.083115,0.0832008
1775,374.61,383.561,295.307,381.407,1.23612,1.23615,0.083115,0.0832003
1775,374.61,383.561,295.307,381.407,1.23612,1.23615,0.083115,0.0832003
1776,374.658,383.609,295.307,381.457,1.23621,1.23623,0.083115,0.0832002
1776,374.658,383.609,295.307,381.457,1.23621,1.23623,0.083115,0.0832002
1780,374.849,383.803,295.307,381.657,1.23654,1.23657,0.083115,0.0831996
1780,374.849,383.803,295.307,381.657,1.23654,1.23657,0.083115,0.0831996
1781,374.897,383.851,295.307,381.707,1.23663,1.23665,0.083115,0.0831995
1781,374.897,383.851,295.307,381.707,1.23663,1.23665,0.083115,0.0831995
1785,375.088,384.044,295.307,381.907,1.23697,1.23699,0.083115,0.083199
1785,375.088,384.044,295.307,381.907,1.23697,1.23699,0.083115,0.083199
1786,375.135,384.092,295.307,381.956,1.23705,1.23707,0.083115,0.0831989
1786,375.135,384.092,295.307,381.956,1.23705,1.23707,0.083115,0.0831989
1790,375.326,384.286,295.307,382.156,1.23739,1.23741,0.083115,0.0831984
1790,375.326,384.286,295.307,382.156,1.23739,1.23741,0.083115,0.0831984
1791,375.374,384.334,295.307,382.206,1.23747,1.2375,0.083115,0.0831983
1791,375.374,384.334,295.307,382.206,1.23747,1.2375,0.083115,0.0831983
1795,375.564,384.527,295.307,382.405,1.23781,1.23783,0.083115,0.0831978
1795,375.564,384.527,295.307,382.405,1.23781,1.23783,0.083115,0.0831978
1796,375.612,384.575,295.307,382.455,1.2379,1.23792,0.083115,0.0831977
1796,375.612,384.575,295.307,382.455,1.2379,1.23792,0.083115,0.0831977
1800,375.803,384.769,295.307,382.654,1.23823,1.23826,0.083115,0.0831972
1800,375.803,384.769,295.307,382.654,1.23823,1.23826,0.083115,0.0831972
1801,375.85,384.817,295.307,382.704,1.23832,1.23834,0.083115,0.0831971
1801,375.85,384.817,295.307,382.704,1.23832,1.23834,0.083115,0.0831971
1805,376.041,385.01,295.307,382.903,1.23866,1.23868,0.083115,0.0831966
1805,376.041,385.01,295.307,382.903,1.23866,1.23868,0.083115,0.0831966
1806,376.088,385.058,295.307,382.953,1.23874,1.23876,0.083115,0.0831965
1806,376.088,385.058,295.307,382.953,1.23874,1.23876,0.083115,0.0831965
1810,376.279,385.252,295.307,383.152,1.23908,1.2391,0.083115,0.0831961
1810,376.279,385.252,295.307,383.152,1.23908,1.2391,0.083115,0.0831961
1811,376.327,385.3,295.307,383.202,1.23916,1.23919,0.083115,0.083196
1811,376.327,385.3,295.307,383.202,1.23916,1.23919,0.083115,0.083196
1815,376.517,385.493,295.307,383.401,1.2395,1.23952,0.083115,0.0831955
1815,376.517,385.493,295.307,383.401,1.2395,1.23952,0.083115,0.0831955
1816,376.565,385.541,295.307,383.45,1.23959,1.23961,0.083115,0.0831954
1816,376.565,385.541,295.307,383.45,1.23959,1.23961,0.083115,0.0831954
1820,376.755,385.735,295.307,383.649,1.23992,1.23995,0.083115,0.083195
1820,376.755,385.735,295.307,383.649,1.23992,1.23995,0.083115,0.083195
1821,376.803,385.783,295.307,383.699,1.24001,1.24003,0.083115,0.0831949
1821,376.803,385.783,295.307,383.699,1.24001,1.24003,0.083115,0.0831949
1825,376.993,385.976,295.307,383.898,1.24035,1.24037,0.083115,0.0831945
1825,376.993,385.976,295.307,383.898,1.24035,1.24037,0.083115,0.0831945
1826,377.041,386.024,295.307,383.948,1.24043,1.24045,0.083115,0.0831943
1826,377.041,386.024,295.307,383.948,1.24043,1.24045,0.083115,0.0831943
1830,377.232,386.218,295.307,384.146,1.24077,1.24079,0.083115,0.0831939
1830,377.232,386.218,295.307,384.146,1.24077,1.24079,0.083115,0.0831939
1831,377.279,386.266,295.307,384.196,1.24085,1.24088,0.083115,0.0831938
1831,377.279,386.266,295.307,384.196,1.24085,1.24088,0.083115,0.0831938
1835,377.47,386.459,295.307,384.395,1.24119,1.24121,0.083115,0.0831934
1835,377.47,386.459,295.307,384.395,1.24119,1.24121,0.083115,0.0831934
1836,377.517,386.507,295.307,384.445,1.24128,1.2413,0.083115,0.0831933
1836,377.517,386.507,295.307,384.445,1.24128,1.2413,0.083115,0.0831933
1840,377.708,386.701,295.307,384.643,1.24161,1.24164,0.083115,0.0831929
1840,377.708,386.701,295.307,384.643,1.24161,1.24164,0.083115,0.0831929
1841,377.755,386.749,295.307,384.693,1.2417,1.24172,0.083115,0.0831928
1841,377.755,386.749,295.307,384.693,1.2417,1.24172,0.083115,0.0831928
1845,377.946,386.942,295.307,384.892,1.24204,1.24206,0.083115,0.0831924
1845,377.946,386.942,295.307,384.892,1.24204,1.24206,0.083115,0.0831924
1846,377.994,386.99,295.307,384.941,1.24212,1.24214,0.083115,0.0831923
1846,377.994,386.99,295.307,384.941,1.24212,1.24214,0.083115,0.0831923
1850,378.184,387.184,295.307,385.14,1.24246,1.24248,0.083115,0.0831919
1850,378.184,387.184,295.307,385.14,1.24246,1.24248,0.083115,0.0831919
1851,378.232,387.232,295.307,385.19,1.24254,1.24257,0.083115,0.0831918
1851,378.232,387.232,295.307,385.19,1.24254,1.24257,0.083115,0.0831918
1855,378.422,387.425,295.307,385.388,1.24288,1.2429,0.083115,0.0831914
1855,378.422,387.425,295.307,385.388,1.24288,1.2429,0.083115,0.0831914
1856,378.47,387.474,295.307,385.438,1.24297,1.24299,0.083115,0.0831913
1856,378.47,387.474,295.307,385.438,1.24297,1.24299,0.083115,0.0831913
1860,378.66,387.667,295.307,385.636,1.2433,1.24333,0.083115,0.0831909
1860,378.66,387.667,295.307,385.636,1.2433,1.24333,0.083115,0.0831909
1861,378.708,387.715,295.307,385.686,1.24339,1.24341,0.083115,0.0831908
1861,378.708,387.715,295.307,385.686,1.24339,1.24341,0.083115,0.0831908
1865,378.899,387.908,295.307,385.884,1.24373,1.24375,0.083115,0.0831904
1865,378.899,387.908,295.307,385.884,1.24373,1.24375,0.083115,0.0831904
1866,378.946,387.957,295.307,385.934,1.24381,1.24383,0.083115,0.0831903
1866,378.946,387.957,295.307,385.934,1.24381,1.24383,0.083115,0.0831903
1870,379.137,388.15,295.307,386.132,1.24415,1.24417,0.083115,0.0831899
1870,379.137,388.15,295.307,386.132,1.24415,1.24417,0.083115,0.0831899
1871,379.185,388.198,295.307,386.182,1.24423,1.24425,0.083115,0.0831899
1871,379.185,388.198,295.307,386.182,1.24423,1.24425,0.083115,0.0831899
1875,379.375,388.391,295.307,386.38,1.24457,1.24459,0.083115,0.0831895
1875,379.375,388.391,295.307,386.38,1.24457,1.24459,0.083115,0.0831895
1876,379.423,388.44,295.307,386.43,1.24465,1.24468,0.083115,0.0831894
1876,379.423,388.44,295.307,386.43,1.24465,1.24468,0.083115,0.0831894
1880,379.613,388.633,295.307,386.628,1.24499,1.24502,0.083115,0.083189
1880,379.613,388.633,295.307,386.628,1.24499,1.24502,0.083115,0.083189
1881,379.661,388.681,295.307,386.678,1.24508,1.2451,0.083115,0.0831889
1881,379.661,388.681,295.307,386.678,1.24508,1.2451,0.083115,0.0831889
1885,379.852,388.874,295.307,386.876,1.24542,1.24544,0.083115,0.0831886
1885,379.852,388.874,295.307,386.876,1.24542,1.24544,0.083115,0.0831886
1886,379.899,388.923,295.307,386.926,1.2455,1.24552,0.083115,0.0831885
1886,379.899,388.923,295.307,386.926,1.2455,1.24552,0.083115,0.0831885
1890,380.09,389.116,295.307,387.124,1.24584,1.24586,0.083115,0.0831881
1890,380.09,389.116,295.307,387.124,1.24584,1.24586,0.083115,0.0831881
1891,380.137,389.164,295.307,387.174,1.24592,1.24594,0.083115,0.083188
1891,380.137,389.164,295.307,387.174,1.24592,1.24594,0.083115,0.083188
1895,380.328,389.357,295.307,387.372,1.24626,1.24628,0.083115,0.0831877
1895,380.328,389.357,295.307,387.372,1.24626,1.24628,0.083115,0.0831877
1896,380.376,389.406,295.307,387.422,1.24634,1.24637,0.083115,0.0831876
1896,380.376,389.406,295.307,387.422,1.24634,1.24637,0.083115,0.0831876
1900,380.566,389.599,295.307,387.62,1.24668,1.2467,0.083115,0.0831872
1900,380.566,389.599,295.307,387.62,1.24668,1.2467,0.083115,0.0831872
1901,380.614,389.647,295.307,387.669,1.24677,1.24679,0.083115,0.0831872
1901,380.614,389.647,295.307,387.669,1.24677,1.24679,0.083115,0.0831872
1905,380.805,389.84,295.307,387.867,1.2471,1.24713,0.083115,0.0831871
1905,380.805,389.84,295.307,387.867,1.2471,1.24713,0.083115,0.0831871
1906,380.852,389.889,295.307,387.917,1.24719,1.24721,0.083115,0.083187
1906,380.852,389.889,295.307,387.917,1.24719,1.24721,0.083115,0.083187
1910,381.043,390.082,295.307,388.115,1.24753,1.24755,0.083115,0.0831867
1910,381.043,390.082,295.307,388.115,1.24753,1.24755,0.083115,0.0831867
1911,381.091,390.13,295.307,388.165,1.24761,1.24763,0.083115,0.0831866
1911,381.091,390.13,295.307,388.165,1.24761,1.24763,0.083115,0.0831866
1915,381.281,390.323,295.307,388.363,1.24795,1.24797,0.083115,0.0831862
1915,381.281,390.323,295.307,388.363,1.24795,1.24797,0.083115,0.0831862
1916,381.329,390.372,295.307,388.412,1.24803,1.24806,0.083115,0.0831861
1916,381.329,390.372,295.307,388.412,1.24803,1.24806,0.083115,0.0831861
1920,381.52,390.565,295.307,388.61,1.24837,1.24839,0.083115,0.0831858
1920,381.52,390.565,295.307,388.61,1.24837,1.24839,0.083115,0.0831858
1920,381.52,390.565,295.307,388.61,1.24837,1.24839,0.083115,0.0831858
1920,381.52,390.565,295.307,388.61,1.24837,1.24839,0.083115,0.0831858
1921,381.567,390.609,295.307,388.66,1.24845,1.24847,0.083115,0.0831856
1921,381.567,390.609,295.307,388.66,1.24845,1.24847,0.083115,0.0831856
1925,381.751,390.785,295.307,388.855,1.24874,1.24876,0.083115,0.0831846
1925,381.751,390.785,295.307,388.855,1.24874,1.24876,0.083115,0.0831846
1926,381.797,390.83,295.307,388.904,1.24881,1.24883,0.083115,0.0831843
1926,381.797,390.83,295.307,388.904,1.24881,1.24883,0.083115,0.0831843
1930,381.98,391.006,295.307,389.096,1.2491,1.24912,0.083115,0.0831833
1930,381.98,391.006,295.307,389.096,1.2491,1.24912,0.083115,0.0831833
1931,382.026,391.05,295.307,389.144,1.24918,1.2492,0.083115,0.0831831
1931,382.026,391.05,295.307,389.144,1.24918,1.2492,0.083115,0.0831831
1935,382.207,391.227,295.307,389.334,1.24947,1.24949,0.083115,0.0831822
1935,382.207,391.227,295.307,389.334,1.24947,1.24949,0.083115,0.0831822
1936,382.252,391.271,295.307,389.382,1.24954,1.24956,0.083115,0.083182
1936,382.252,391.271,295.307,389.382,1.24954,1.24956,0.083115,0.083182
1940,382.433,391.448,295.307,389.57,1.24983,1.24985,0.083115,0.0831812
1940,382.433,391.448,295.307,389.57,1.24983,1.24985,0.083115,0.0831812
1941,382.478,391.492,295.307,389.617,1.24991,1.24993,0.083115,0.0831811
1941,382.478,391.492,295.307,389.617,1.24991,1.24993,0.083115,0.0831811
1945,382.657,391.668,295.307,389.803,1.2502,1.25022,0.083115,0.0831803
1945,382.657,391.668,295.307,389.803,1.2502,1.25022,0.083115,0.0831803
1946,382.702,391.713,295.307,389.85,1.25027,1.25029,0.083115,0.0831802
1946,382.702,391.713,295.307,389.85,1.25027,1.25029,0.083115,0.0831802
1950,382.881,391.889,295.307,390.035,1.25056,1.25058,0.083115,0.0831795
1950,382.881,391.889,295.307,390.035,1.25056,1.25058,0.083115,0.0831795
1951,382.926,391.933,295.307,390.081,1.25064,1.25066,0.083115,0.0831794
1951,382.926,391.933,295.307,390.081,1.25064,1.25066,0.083115,0.0831794
1955,383.104,392.11,295.307,390.266,1.25093,1.25095,0.083115,0.0831788
1955,383.104,392.11,295.307,390.266,1.25093,1.25095,0.083115,0.0831788
1956,383.148,392.154,295.307,390.312,1.251,1.25102,0.083115,0.0831786
1956,383.148,392.154,295.307,390.312,1.251,1.25102,0.083115,0.0831786
1960,383.325,392.331,295.307,390.495,1.25129,1.25131,0.083115,0.0831781
1960,383.325,392.331,295.307,390.495,1.25129,1.25131,0.083115,0.0831781
1961,383.37,392.375,295.307,390.541,1.25137,1.25139,0.083115,0.0831779
1961,383.37,392.375,295.307,390.541,1.25137,1.25139,0.083115,0.0831779
1965,383.547,392.551,295.307,390.724,1.25166,1.25168,0.083115,0.0831774
1965,383.547,392.551,295.307,390.724,1.25166,1.25168,0.083115,0.0831774
1966,383.591,392.595,295.307,390.77,1.25173,1.25175,0.083115,0.0831773
1966,383.591,392.595,295.307,390.77,1.25173,1.25175,0.083115,0.0831773
1970,383.767,392.772,295.307,390.952,1.25202,1.25204,0.083115,0.0831768
1970,383.767,392.772,295.307,390.952,1.25202,1.25204,0.083115,0.0831768
1971,383.811,392.816,295.307,390.998,1.2521,1.25212,0.083115,0.0831767
1971,383.811,392.816,295.307,390.998,1.2521,1.25212,0.083115,0.0831767
1975,383.987,392.993,295.307,391.18,1.25239,1.25241,0.083115,0.0831763
1975,383.987,392.993,295.307,391.18,1.25239,1.25241,0.083115,0.0831763
1976,384.031,393.037,295.307,391.226,1.25246,1.25248,0.083115,0.0831762
1976,384.031,393.037,295.307,391.226,1.25246,1.25248,0.083115,0.0831762
1980,384.207,393.214,295.307,391.407,1.25275,1.25278,0.083115,0.0831757
1980,384.207,393.214,295.307,391.407,1.25275,1.25278,0.083115,0.0831757
1981,384.251,393.258,295.307,391.453,1.25283,1.25285,0.083115,0.0831756
1981,384.251,393.258,295.307,391.453,1.25283,1.25285,0.083115,0.0831756
1985,384.427,393.434,295.307,391.634,1.25312,1.25314,0.083115,0.0831753
1985,384.427,393.434,295.307,391.634,1.25312,1.25314,0.083115,0.0831753
1986,384.471,393.478,295.307,391.679,1.25319,1.25321,0.083115,0.0831752
1986,384.471,393.478,295.307,391.679,1.25319,1.25321,0.083115,0.0831752
1990,384.646,393.655,295.307,391.861,1.25348,1.25351,0.083115,0.0831748
1990,384.646,393.655,295.307,391.861,1.25348,1.25351,0.083115,0.0831748
1991,384.69,393.699,295.307,391.906,1.25356,1.25358,0.083115,0.0831747
1991,384.69,393.699,295.307,391.906,1.25356,1.25358,0.083115,0.0831747
1995,384.865,393.876,295.307,392.087,1.25385,1.25387,0.083115,0.0831744
1995,384.865,393.876,295.307,392.087,1.25385,1.25387,0.083115,0.0831744
1996,384.909,393.92,295.307,392.132,1.25392,1.25394,0.083115,0.0831743
1996,384.909,393.92,295.307,392.132,1.25392,1.25394,0.083115,0.0831743
2000,385.084,394.096,295.307,392.313,1.25422,1.25424,0.083115,0.0831739
2000,385.084,394.096,295.307,392.313,1.25422,1.25424,0.083115,0.0831739
2001,385.128,394.141,295.307,392.359,1.25429,1.25431,0.083115,0.0831738
2001,385.128,394.141,295.307,392.359,1.25429,1.25431,0.083115,0.0831738
2005,385.303,394.317,295.307,392.539,1.25458,1.2546,0.083115,0.0831735
2005,385.303,394.317,295.307,392.539,1.25458,1.2546,0.083115,0.0831735
2006,385.347,394.361,295.307,392.585,1.25465,1.25467,0.083115,0.0831734
2006,385.347,394.361,295.307,392.585,1.25465,1.25467,0.083115,0.0831734
2010,385.521,394.538,295.307,392.765,1.25495,1.25497,0.083115,0.0831731
2010,385.521,394.538,295.307,392.765,1.25495,1.25497,0.083115,0.0831731
2011,385.565,394.582,295.307,392.81,1.25502,1.25504,0.083115,0.0831731
2011,385.565,394.582,295.307,392.81,1.25502,1.25504,0.083115,0.0831731
2015,385.74,394.759,295.307,392.991,1.25531,1.25533,0.083115,0.0831728
2015,385.74,394.759,295.307,392.991,1.25531,1.25533,0.083115,0.0831728
2016,385.784,394.803,295.307,393.036,1.25538,1.2554,0.083115,0.0831727
2016,385.784,394.803,295.307,393.036,1.25538,1.2554,0.083115,0.0831727
2020,385.958,394.979,295.307,393.217,1.25568,1.2557,0.083115,0.0831724
2020,385.958,394.979,295.307,393.217,1.25568,1.2557,0.083115,0.0831724
2021,386.002,395.024,295.307,393.262,1.25575,1.25577,0.083115,0.0831723
2021,386.002,395.024,295.307,393.262,1.25575,1.25577,0.083115,0.0831723
2025,386.177,395.2,295.307,393.442,1.25604,1.25606,0.083115,0.083172
2025,386.177,395.2,295.307,393.442,1.25604,1.25606,0.083115,0.083172
2026,386.221,395.244,295.307,393.487,1.25611,1.25613,0.083115,0.083172
2026,386.221,395.244,295.307,393.487,1.25611,1.25613,0.083115,0.083172
2030,386.395,395.421,295.307,393.668,1.25641,1.25643,0.083115,0.0831717
2030,386.395,395.421,295.307,393.668,1.25641,1.25643,0.083115,0.0831717
2031,386.439,395.465,295.307,393.713,1.25648,1.2565,0.083115,0.0831716
2031,386.439,395.465,295.307,393.713,1.25648,1.2565,0.083115,0.0831716
2035,386.613,395.642,295.307,393.893,1.25677,1.25679,0.083115,0.0831713
2035,386.613,395.642,295.307,393.893,1.25677,1.25679,0.083115,0.0831713
2036,386.657,395.686,295.307,393.938,1.25684,1.25687,0.083115,0.0831713
2036,386.657,395.686,295.307,393.938,1.25684,1.25687,0.083115,0.0831713
2040,386.832,395.862,295.307,394.119,1.25714,1.25716,0.083115,0.083171
2040,386.832,395.862,295.307,394.119,1.25714,1.25716,0.083115,0.083171
2041,386.875,395.906,295.307,394.164,1.25721,1.25723,0.083115,0.0831709
2041,386.875,395.906,295.307,394.164,1.25721,1.25723,0.083115,0.0831709
2045,387.05,396.083,295.307,394.344,1.2575,1.25752,0.083115,0.0831707
2045,387.05,396.083,295.307,394.344,1.2575,1.25752,0.083115,0.0831707
2046,387.094,396.127,295.307,394.389,1.25758,1.2576,0.083115,0.0831706
2046,387.094,396.127,295.307,394.389,1.25758,1.2576,0.083115,0.0831706
2050,387.268,396.304,295.307,394.569,1.25787,1.25789,0.083115,0.0831704
2050,387.268,396.304,295.307,394.569,1.25787,1.25789,0.083115,0.0831704
2051,387.312,396.348,295.307,394.614,1.25794,1.25796,0.083115,0.0831703
2051,387.312,396.348,295.307,394.614,1.25794,1.25796,0.083115,0.0831703
2055,387.486,396.525,295.307,394.795,1.25823,1.25825,0.083115,0.08317
2055,387.486,396.525,295.307,394.795,1.25823,1.25825,0.083115,0.08317
2056,387.53,396.569,295.307,394.84,1.25831,1.25833,0.083115,0.08317
2056,387.53,396.569,295.307,394.84,1.25831,1.25833,0.083115,0.08317
2060,387.705,396.745,295.307,395.02,1.2586,1.25862,0.083115,0.0831697
2060,387.705,396.745,295.307,395.02,1.2586,1.25862,0.083115,0.0831697
2061,387.748,396.789,295.307,395.065,1.25867,1.25869,0.083115,0.0831697
2061,387.748,396.789,295.307,395.065,1.25867,1.25869,0.083115,0.0831697
2065,387.923,396.966,295.307,395.245,1.25896,1.25898,0.083115,0.0831694
2065,387.923,396.966,295.307,395.245,1.25896,1.25898,0.083115,0.0831694
2066,387.967,397.01,295.307,395.29,1.25904,1.25906,0.083115,0.0831694
2066,387.967,397.01,295.307,395.29,1.25904,1.25906,0.083115,0.0831694
2070,388.141,397.187,295.307,395.47,1.25933,1.25935,0.083115,0.0831691
2070,388.141,397.187,295.307,395.47,1.25933,1.25935,0.083115,0.0831691
2071,388.185,397.231,295.307,395.515,1.2594,1.25942,0.083115,0.083169
2071,388.185,397.231,295.307,395.515,1.2594,1.25942,0.083115,0.083169
2075,388.359,397.407,295.307,395.695,1.25969,1.25971,0.083115,0.0831688
2075,388.359,397.407,295.307,395.695,1.25969,1.25971,0.083115,0.0831688
2076,388.403,397.452,295.307,395.74,1.25977,1.25979,0.083115,0.0831687
2076,388.403,397.452,295.307,395.74,1.25977,1.25979,0.083115,0.0831687
2080,388.578,397.628,295.307,395.92,1.26006,1.26008,0.083115,0.0831685
2080,388.578,397.628,295.307,395.92,1.26006,1.26008,0.083115,0.0831685
2081,388.621,397.672,295.307,395.965,1.26013,1.26015,0.083115,0.0831685
2081,388.621,397.672,295.307,395.965,1.26013,1.26015,0.083115,0.0831685
2085,388.796,397.849,295.307,396.145,1.26042,1.26044,0.083115,0.0831682
2085,388.796,397.849,295.307,396.145,1.26042,1.26044,0.083115,0.0831682
2086,388.839,397.893,295.307,396.19,1.2605,1.26052,0.083115,0.0831682
2086,388.839,397.893,295.307,396.19,1.2605,1.26052,0.083115,0.0831682
2090,389.014,398.07,295.307,396.37,1.26079,1.26081,0.083115,0.0831679
2090,389.014,398.07,295.307,396.37,1.26079,1.26081,0.083115,0.0831679
2091,389.058,398.114,295.307,396.415,1.26086,1.26088,0.083115,0.0831679
2091,389.058,398.114,295.307,396.415,1.26086,1.26088,0.083115,0.0831679
2095,389.232,398.29,295.307,396.595,1.26115,1.26117,0.083115,0.0831676
2095,389.232,398.29,295.307,396.595,1.26115,1.26117,0.083115,0.0831676
2096,389.276,398.335,295.307,396.64,1.26123,1.26125,0.083115,0.0831676
2096,389.276,398.335,295.307,396.64,1.26123,1.26125,0.083115,0.0831676
2100,389.451,398.511,295.307,396.82,1.26152,1.26154,0.083115,0.0831674
2100,389.451,398.511,295.307,396.82,1.26152,1.26154,0.083115,0.0831674
2101,389.494,398.555,295.307,396.865,1.26159,1.26161,0.083115,0.0831673
2101,389.494,398.555,295.307,396.865,1.26159,1.26161,0.083115,0.0831673
2105,389.669,398.732,295.307,397.045,1.26188,1.26191,0.083115,0.0831671
2105,389.669,398.732,295.307,397.045,1.26188,1.26191,0.083115,0.0831671
2106,389.712,398.776,295.307,397.09,1.26196,1.26198,0.083115,0.083167
2106,389.712,398.776,295.307,397.09,1.26196,1.26198,0.083115,0.083167
2110,389.887,398.953,295.307,397.27,1.26225,1.26227,0.083115,0.0831668
2110,389.887,398.953,295.307,397.27,1.26225,1.26227,0.083115,0.0831668
2111,389.931,398.997,295.307,397.315,1.26232,1.26234,0.083115,0.0831667
2111,389.931,398.997,295.307,397.315,1.26232,1.26234,0.083115,0.0831667
2115,390.105,399.173,295.307,397.495,1.26262,1.26264,0.083115,0.0831665
2115,390.105,399.173,295.307,397.495,1.26262,1.26264,0.083115,0.0831665
2116,390.149,399.217,295.307,397.54,1.26269,1.26271,0.083115,0.0831665
2116,390.149,399.217,295.307,397.54,1.26269,1.26271,0.083115,0.0831665
2120,390.324,399.394,295.307,397.72,1.26298,1.263,0.083115,0.0831663
2120,390.324,399.394,295.307,397.72,1.26298,1.263,0.083115,0.0831663
2121,390.367,399.438,295.307,397.765,1.26305,1.26307,0.083115,0.0831662
2121,390.367,399.438,295.307,397.765,1.26305,1.26307,0.083115,0.0831662
2125,390.542,399.615,295.307,397.944,1.26335,1.26337,0.083115,0.083166
2125,390.542,399.615,295.307,397.944,1.26335,1.26337,0.083115,0.083166
2126,390.586,399.659,295.307,397.989,1.26342,1.26344,0.083115,0.0831659
2126,390.586,399.659,295.307,397.989,1.26342,1.26344,0.083115,0.0831659
2130,390.76,399.835,295.307,398.169,1.26371,1.26373,0.083115,0.0831657
2130,390.76,399.835,295.307,398.169,1.26371,1.26373,0.083115,0.0831657
2131,390.804,399.88,295.307,398.214,1.26378,1.2638,0.083115,0.0831657
2131,390.804,399.88,295.307,398.214,1.26378,1.2638,0.083115,0.0831657
2135,390.979,400.056,295.307,398.394,1.26408,1.2641,0.083115,0.0831654
2135,390.979,400.056,295.307,398.394,1.26408,1.2641,0.083115,0.0831654
2136,391.022,400.1,295.307,398.439,1.26415,1.26417,0.083115,0.0831654
2136,391.022,400.1,295.307,398.439,1.26415,1.26417,0.083115,0.0831654
2140,391.197,400.277,295.307,398.619,1.26444,1.26446,0.083115,0.0831652
2140,391.197,400.277,295.307,398.619,1.26444,1.26446,0.083115,0.0831652
2141,391.241,400.321,295.307,398.663,1.26451,1.26453,0.083115,0.0831651
2141,391.241,400.321,295.307,398.663,1.26451,1.26453,0.083115,0.0831651
2145,391.415,400.498,295.307,398.843,1.26481,1.26483,0.083115,0.0831649
2145,391.415,400.498,295.307,398.843,1.26481,1.26483,0.083115,0.0831649
2146,391.459,400.542,295.307,398.888,1.26488,1.2649,0.083115,0.0831649
2146,391.459,400.542,295.307,398.888,1.26488,1.2649,0.083115,0.0831649
2150,391.634,400.718,295.307,399.068,1.26517,1.26519,0.083115,0.0831647
2150,391.634,400.718,295.307,399.068,1.26517,1.26519,0.083115,0.0831647
2151,391.677,400.763,295.307,399.113,1.26524,1.26527,0.083115,0.0831646
2151,391.677,400.763,295.307,399.113,1.26524,1.26527,0.083115,0.0831646
2155,391.852,400.939,295.307,399.292,1.26554,1.26556,0.083115,0.0831644
2155,391.852,400.939,295.307,399.292,1.26554,1.26556,0.083115,0.0831644
2156,391.896,400.983,295.307,399.337,1.26561,1.26563,0.083115,0.0831643
2156,391.896,400.983,295.307,399.337,1.26561,1.26563,0.083115,0.0831643
2160,392.071,401.16,295.307,399.517,1.2659,1.26592,0.083115,0.0831641
2160,392.071,401.16,295.307,399.517,1.2659,1.26592,0.083115,0.0831641
2160,392.071,401.16,295.307,399.517,1.2659,1.26592,0.083115,0.0831641
2160,392.071,401.16,295.307,399.517,1.2659,1.26592,0.083115,0.0831641
2161,392.113,401.2,295.307,399.562,1.26592,1.26593,0.083115,0.0831639
2161,392.113,401.2,295.307,399.562,1.26592,1.26593,0.083115,0.0831639
