time,T_gasOut.T,T_gasIn.T,T_waterIn.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
0,314.561,321.371,295.307,316.87,0.567217,0.567217,0.083115,0.083115
0,314.561,321.371,295.307,316.87,0.567217,0.567217,0.083115,0.083115
0,314.561,321.371,295.307,316.87,0.567217,0.567217,0.083115,0.083115
0.000461548,314.561,321.371,295.307,316.87,0.567217,0.567217,0.083115,0.083115
0.000461548,314.561,321.371,295.307,316.87,0.567217,0.567217,0.083115,0.083115
1,314.561,321.372,295.307,316.87,0.567263,0.567263,0.083115,0.0831151
1,314.561,321.372,295.307,316.87,0.567263,0.567263,0.083115,0.0831151
5,314.563,321.377,295.307,316.871,0.567446,0.567447,0.083115,0.0831163
5,314.563,321.377,295.307,316.871,0.567446,0.567447,0.083115,0.0831163
5,314.563,321.377,295.307,316.871,0.567446,0.567447,0.083115,0.0831163
5,314.563,321.377,295.307,316.871,0.567446,0.567447,0.083115,0.0831163
6,314.564,321.378,295.307,316.871,0.567492,0.567492,0.083115,0.0831166
6,314.564,321.378,295.307,316.871,0.567492,0.567492,0.083115,0.0831166
10,314.566,321.384,295.307,316.872,0.567675,0.567676,0.083115,0.0831176
10,314.566,321.384,295.307,316.872,0.567675,0.567676,0.083115,0.0831176
11,314.567,321.385,295.307,316.872,0.567721,0.567722,0.083115,0.0831179
11,314.567,321.385,295.307,316.872,0.567721,0.567722,0.083115,0.0831179
15,314.57,321.39,295.307,316.873,0.567904,0.567905,0.083115,0.0831188
15,314.57,321.39,295.307,316.873,0.567904,0.567905,0.083115,0.0831188
16,314.57,321.392,295.307,316.874,0.56795,0.567951,0.083115,0.083119
16,314.57,321.392,295.307,316.874,0.56795,0.567951,0.083115,0.083119
20,314.573,321.397,295.307,316.875,0.568134,0.568134,0.083115,0.0831198
20,314.573,321.397,295.307,316.875,0.568134,0.568134,0.083115,0.0831198
21,314.574,321.398,295.307,316.876,0.568179,0.56818,0.083115,0.08312
21,314.574,321.398,295.307,316.876,0.568179,0.56818,0.083115,0.08312
25,314.578,321.403,295.307,316.877,0.568363,0.568363,0.083115,0.0831208
25,314.578,321.403,295.307,316.877,0.568363,0.568363,0.083115,0.0831208
26,314.578,321.405,295.307,316.878,0.568409,0.568409,0.083115,0.0831209
26,314.578,321.405,295.307,316.878,0.568409,0.568409,0.083115,0.0831209
30,314.582,321.41,295.307,316.88,0.568592,0.568592,0.083115,0.0831216
30,314.582,321.41,295.307,316.88,0.568592,0.568592,0.083115,0.0831216
31,314.583,321.411,295.307,316.881,0.568638,0.568638,0.083115,0.0831217
31,314.583,321.411,295.307,316.881,0.568638,0.568638,0.083115,0.0831217
35,314.587,321.416,295.307,316.883,0.568821,0.568822,0.083115,0.0831223
35,314.587,321.416,295.307,316.883,0.568821,0.568822,0.083115,0.0831223
36,314.588,321.418,295.307,316.884,0.568867,0.568867,0.083115,0.0831224
36,314.588,321.418,295.307,316.884,0.568867,0.568867,0.083115,0.0831224
40,314.592,321.423,295.307,316.886,0.56905,0.569051,0.083115,0.0831229
40,314.592,321.423,295.307,316.886,0.56905,0.569051,0.083115,0.0831229
41,314.593,321.424,295.307,316.887,0.569096,0.569097,0.083115,0.083123
41,314.593,321.424,295.307,316.887,0.569096,0.569097,0.083115,0.083123
45,314.597,321.43,295.307,316.89,0.569279,0.56928,0.083115,0.0831235
45,314.597,321.43,295.307,316.89,0.569279,0.56928,0.083115,0.0831235
46,314.598,321.431,295.307,316.89,0.569325,0.569326,0.083115,0.0831236
46,314.598,321.431,295.307,316.89,0.569325,0.569326,0.083115,0.0831236
50,314.602,321.436,295.307,316.893,0.569509,0.569509,0.083115,0.0831239
50,314.602,321.436,295.307,316.893,0.569509,0.569509,0.083115,0.0831239
51,314.603,321.437,295.307,316.894,0.569554,0.569555,0.083115,0.083124
51,314.603,321.437,295.307,316.894,0.569554,0.569555,0.083115,0.083124
55,314.608,321.443,295.307,316.897,0.569738,0.569738,0.083115,0.0831244
55,314.608,321.443,295.307,316.897,0.569738,0.569738,0.083115,0.0831244
56,314.609,321.444,295.307,316.897,0.569784,0.569784,0.083115,0.0831244
56,314.609,321.444,295.307,316.897,0.569784,0.569784,0.083115,0.0831244
60,314.613,321.449,295.307,316.901,0.569967,0.569967,0.083115,0.0831247
60,314.613,321.449,295.307,316.901,0.569967,0.569967,0.083115,0.0831247
61,314.614,321.451,295.307,316.901,0.570013,0.570013,0.083115,0.0831248
61,314.614,321.451,295.307,316.901,0.570013,0.570013,0.083115,0.0831248
65,314.619,321.456,295.307,316.904,0.570196,0.570197,0.083115,0.0831251
65,314.619,321.456,295.307,316.904,0.570196,0.570197,0.083115,0.0831251
66,314.62,321.457,295.307,316.905,0.570242,0.570242,0.083115,0.0831251
66,314.62,321.457,295.307,316.905,0.570242,0.570242,0.083115,0.0831251
70,314.625,321.462,295.307,316.908,0.570425,0.570426,0.083115,0.0831253
70,314.625,321.462,295.307,316.908,0.570425,0.570426,0.083115,0.0831253
71,314.626,321.464,295.307,316.909,0.570471,0.570472,0.083115,0.0831254
71,314.626,321.464,295.307,316.909,0.570471,0.570472,0.083115,0.0831254
75,314.631,321.469,295.307,316.913,0.570654,0.570655,0.083115,0.0831256
75,314.631,321.469,295.307,316.913,0.570654,0.570655,0.083115,0.0831256
76,314.632,321.47,295.307,316.913,0.5707,0.570701,0.083115,0.0831256
76,314.632,321.47,295.307,316.913,0.5707,0.570701,0.083115,0.0831256
80,314.637,321.475,295.307,316.917,0.570884,0.570884,0.083115,0.0831258
80,314.637,321.475,295.307,316.917,0.570884,0.570884,0.083115,0.0831258
81,314.638,321.477,295.307,316.918,0.570929,0.57093,0.083115,0.0831259
81,314.638,321.477,295.307,316.918,0.570929,0.57093,0.083115,0.0831259
85,314.643,321.482,295.307,316.921,0.571113,0.571113,0.083115,0.083126
85,314.643,321.482,295.307,316.921,0.571113,0.571113,0.083115,0.083126
86,314.644,321.483,295.307,316.922,0.571159,0.571159,0.083115,0.083126
86,314.644,321.483,295.307,316.922,0.571159,0.571159,0.083115,0.083126
90,314.649,321.489,295.307,316.925,0.571342,0.571342,0.083115,0.0831262
90,314.649,321.489,295.307,316.925,0.571342,0.571342,0.083115,0.0831262
91,314.65,321.49,295.307,316.926,0.571388,0.571388,0.083115,0.0831262
91,314.65,321.49,295.307,316.926,0.571388,0.571388,0.083115,0.0831262
95,314.655,321.495,295.307,316.929,0.571571,0.571572,0.083115,0.0831263
95,314.655,321.495,295.307,316.929,0.571571,0.571572,0.083115,0.0831263
96,314.656,321.496,295.307,316.93,0.571617,0.571617,0.083115,0.0831264
96,314.656,321.496,295.307,316.93,0.571617,0.571617,0.083115,0.0831264
100,314.661,321.502,295.307,316.934,0.5718,0.571801,0.083115,0.0831265
100,314.661,321.502,295.307,316.934,0.5718,0.571801,0.083115,0.0831265
101,314.663,321.503,295.307,316.935,0.571846,0.571847,0.083115,0.0831265
101,314.663,321.503,295.307,316.935,0.571846,0.571847,0.083115,0.0831265
105,314.668,321.508,295.307,316.938,0.572029,0.57203,0.083115,0.0831266
105,314.668,321.508,295.307,316.938,0.572029,0.57203,0.083115,0.0831266
106,314.669,321.51,295.307,316.939,0.572075,0.572076,0.083115,0.0831266
106,314.669,321.51,295.307,316.939,0.572075,0.572076,0.083115,0.0831266
110,314.674,321.515,295.307,316.943,0.572259,0.572259,0.083115,0.0831267
110,314.674,321.515,295.307,316.943,0.572259,0.572259,0.083115,0.0831267
111,314.675,321.516,295.307,316.943,0.572304,0.572305,0.083115,0.0831267
111,314.675,321.516,295.307,316.943,0.572304,0.572305,0.083115,0.0831267
115,314.68,321.521,295.307,316.947,0.572488,0.572488,0.083115,0.0831268
115,314.68,321.521,295.307,316.947,0.572488,0.572488,0.083115,0.0831268
116,314.681,321.523,295.307,316.948,0.572534,0.572534,0.083115,0.0831268
116,314.681,321.523,295.307,316.948,0.572534,0.572534,0.083115,0.0831268
120,314.687,321.528,295.307,316.951,0.572717,0.572717,0.083115,0.0831268
120,314.687,321.528,295.307,316.951,0.572717,0.572717,0.083115,0.0831268
121,314.688,321.529,295.307,316.952,0.572763,0.572763,0.083115,0.0831269
121,314.688,321.529,295.307,316.952,0.572763,0.572763,0.083115,0.0831269
125,314.693,321.534,295.307,316.956,0.572946,0.572947,0.083115,0.0831269
125,314.693,321.534,295.307,316.956,0.572946,0.572947,0.083115,0.0831269
126,314.694,321.536,295.307,316.957,0.572992,0.572992,0.083115,0.0831269
126,314.694,321.536,295.307,316.957,0.572992,0.572992,0.083115,0.0831269
130,314.699,321.541,295.307,316.96,0.573175,0.573176,0.083115,0.083127
130,314.699,321.541,295.307,316.96,0.573175,0.573176,0.083115,0.083127
131,314.701,321.542,295.307,316.961,0.573221,0.573222,0.083115,0.083127
131,314.701,321.542,295.307,316.961,0.573221,0.573222,0.083115,0.083127
135,314.706,321.548,295.307,316.965,0.573404,0.573405,0.083115,0.083127
135,314.706,321.548,295.307,316.965,0.573404,0.573405,0.083115,0.083127
136,314.707,321.549,295.307,316.966,0.57345,0.573451,0.083115,0.083127
136,314.707,321.549,295.307,316.966,0.57345,0.573451,0.083115,0.083127
140,314.712,321.554,295.307,316.97,0.573634,0.573634,0.083115,0.0831271
140,314.712,321.554,295.307,316.97,0.573634,0.573634,0.083115,0.0831271
141,314.714,321.555,295.307,316.97,0.573679,0.57368,0.083115,0.0831271
141,314.714,321.555,295.307,316.97,0.573679,0.57368,0.083115,0.0831271
145,314.719,321.561,295.307,316.974,0.573863,0.573863,0.083115,0.0831271
145,314.719,321.561,295.307,316.974,0.573863,0.573863,0.083115,0.0831271
146,314.72,321.562,295.307,316.975,0.573909,0.573909,0.083115,0.0831271
146,314.72,321.562,295.307,316.975,0.573909,0.573909,0.083115,0.0831271
150,314.725,321.567,295.307,316.979,0.574092,0.574092,0.083115,0.0831271
150,314.725,321.567,295.307,316.979,0.574092,0.574092,0.083115,0.0831271
151,314.726,321.569,295.307,316.98,0.574138,0.574138,0.083115,0.0831272
151,314.726,321.569,295.307,316.98,0.574138,0.574138,0.083115,0.0831272
155,314.732,321.574,295.307,316.983,0.574321,0.574322,0.083115,0.0831272
155,314.732,321.574,295.307,316.983,0.574321,0.574322,0.083115,0.0831272
156,314.733,321.575,295.307,316.984,0.574367,0.574367,0.083115,0.0831272
156,314.733,321.575,295.307,316.984,0.574367,0.574367,0.083115,0.0831272
160,314.738,321.58,295.307,316.988,0.57455,0.574551,0.083115,0.0831272
160,314.738,321.58,295.307,316.988,0.57455,0.574551,0.083115,0.0831272
161,314.739,321.582,295.307,316.989,0.574596,0.574597,0.083115,0.0831272
161,314.739,321.582,295.307,316.989,0.574596,0.574597,0.083115,0.0831272
165,314.745,321.587,295.307,316.992,0.574779,0.57478,0.083115,0.0831272
165,314.745,321.587,295.307,316.992,0.574779,0.57478,0.083115,0.0831272
166,314.746,321.588,295.307,316.993,0.574825,0.574826,0.083115,0.0831272
166,314.746,321.588,295.307,316.993,0.574825,0.574826,0.083115,0.0831272
170,314.751,321.593,295.307,316.997,0.575009,0.575009,0.083115,0.0831273
170,314.751,321.593,295.307,316.997,0.575009,0.575009,0.083115,0.0831273
171,314.752,321.595,295.307,316.998,0.575054,0.575055,0.083115,0.0831273
171,314.752,321.595,295.307,316.998,0.575054,0.575055,0.083115,0.0831273
175,314.758,321.6,295.307,317.002,0.575238,0.575238,0.083115,0.0831273
175,314.758,321.6,295.307,317.002,0.575238,0.575238,0.083115,0.0831273
176,314.759,321.601,295.307,317.002,0.575283,0.575284,0.083115,0.0831273
176,314.759,321.601,295.307,317.002,0.575283,0.575284,0.083115,0.0831273
180,314.764,321.607,295.307,317.006,0.575467,0.575467,0.083115,0.0831273
180,314.764,321.607,295.307,317.006,0.575467,0.575467,0.083115,0.0831273
181,314.765,321.608,295.307,317.007,0.575513,0.575513,0.083115,0.0831273
181,314.765,321.608,295.307,317.007,0.575513,0.575513,0.083115,0.0831273
185,314.771,321.613,295.307,317.011,0.575696,0.575697,0.083115,0.0831273
185,314.771,321.613,295.307,317.011,0.575696,0.575697,0.083115,0.0831273
186,314.772,321.614,295.307,317.012,0.575742,0.575742,0.083115,0.0831273
186,314.772,321.614,295.307,317.012,0.575742,0.575742,0.083115,0.0831273
190,314.777,321.62,295.307,317.015,0.575925,0.575926,0.083115,0.0831273
190,314.777,321.62,295.307,317.015,0.575925,0.575926,0.083115,0.0831273
191,314.778,321.621,295.307,317.016,0.575971,0.575972,0.083115,0.0831273
191,314.778,321.621,295.307,317.016,0.575971,0.575972,0.083115,0.0831273
195,314.784,321.626,295.307,317.02,0.576154,0.576155,0.083115,0.0831273
195,314.784,321.626,295.307,317.02,0.576154,0.576155,0.083115,0.0831273
196,314.785,321.628,295.307,317.021,0.5762,0.576201,0.083115,0.0831273
196,314.785,321.628,295.307,317.021,0.5762,0.576201,0.083115,0.0831273
200,314.79,321.633,295.307,317.025,0.576383,0.576384,0.083115,0.0831273
200,314.79,321.633,295.307,317.025,0.576383,0.576384,0.083115,0.0831273
201,314.792,321.634,295.307,317.025,0.576429,0.57643,0.083115,0.0831273
201,314.792,321.634,295.307,317.025,0.576429,0.57643,0.083115,0.0831273
205,314.797,321.639,295.307,317.029,0.576613,0.576613,0.083115,0.0831274
205,314.797,321.639,295.307,317.029,0.576613,0.576613,0.083115,0.0831274
206,314.798,321.641,295.307,317.03,0.576658,0.576659,0.083115,0.0831274
206,314.798,321.641,295.307,317.03,0.576658,0.576659,0.083115,0.0831274
210,314.803,321.646,295.307,317.034,0.576842,0.576842,0.083115,0.0831274
210,314.803,321.646,295.307,317.034,0.576842,0.576842,0.083115,0.0831274
211,314.805,321.647,295.307,317.035,0.576888,0.576888,0.083115,0.0831274
211,314.805,321.647,295.307,317.035,0.576888,0.576888,0.083115,0.0831274
215,314.81,321.652,295.307,317.038,0.577071,0.577072,0.083115,0.0831274
215,314.81,321.652,295.307,317.038,0.577071,0.577072,0.083115,0.0831274
216,314.811,321.654,295.307,317.039,0.577117,0.577117,0.083115,0.0831274
216,314.811,321.654,295.307,317.039,0.577117,0.577117,0.083115,0.0831274
220,314.816,321.659,295.307,317.043,0.5773,0.577301,0.083115,0.0831274
220,314.816,321.659,295.307,317.043,0.5773,0.577301,0.083115,0.0831274
221,314.818,321.66,295.307,317.044,0.577346,0.577347,0.083115,0.0831274
221,314.818,321.66,295.307,317.044,0.577346,0.577347,0.083115,0.0831274
225,314.823,321.666,295.307,317.048,0.577529,0.57753,0.083115,0.0831274
225,314.823,321.666,295.307,317.048,0.577529,0.57753,0.083115,0.0831274
226,314.824,321.667,295.307,317.049,0.577575,0.577576,0.083115,0.0831274
226,314.824,321.667,295.307,317.049,0.577575,0.577576,0.083115,0.0831274
230,314.829,321.672,295.307,317.052,0.577758,0.577759,0.083115,0.0831274
230,314.829,321.672,295.307,317.052,0.577758,0.577759,0.083115,0.0831274
231,314.831,321.673,295.307,317.053,0.577804,0.577805,0.083115,0.0831274
231,314.831,321.673,295.307,317.053,0.577804,0.577805,0.083115,0.0831274
235,314.836,321.679,295.307,317.057,0.577988,0.577988,0.083115,0.0831274
235,314.836,321.679,295.307,317.057,0.577988,0.577988,0.083115,0.0831274
236,314.837,321.68,295.307,317.058,0.578033,0.578034,0.083115,0.0831274
236,314.837,321.68,295.307,317.058,0.578033,0.578034,0.083115,0.0831274
240,314.843,321.685,295.307,317.062,0.578217,0.578217,0.083115,0.0831274
240,314.843,321.685,295.307,317.062,0.578217,0.578217,0.083115,0.0831274
241,314.844,321.687,295.307,317.062,0.578263,0.578263,0.083115,0.0831274
241,314.844,321.687,295.307,317.062,0.578263,0.578263,0.083115,0.0831274
245,314.849,321.692,295.307,317.066,0.578446,0.578447,0.083115,0.0831274
245,314.849,321.692,295.307,317.066,0.578446,0.578447,0.083115,0.0831274
246,314.85,321.693,295.307,317.067,0.578492,0.578492,0.083115,0.0831274
246,314.85,321.693,295.307,317.067,0.578492,0.578492,0.083115,0.0831274
250,314.856,321.698,295.307,317.071,0.578675,0.578676,0.083115,0.0831274
250,314.856,321.698,295.307,317.071,0.578675,0.578676,0.083115,0.0831274
251,314.857,321.7,295.307,317.072,0.578721,0.578722,0.083115,0.0831274
251,314.857,321.7,295.307,317.072,0.578721,0.578722,0.083115,0.0831274
255,314.862,321.705,295.307,317.075,0.578904,0.578905,0.083115,0.0831274
255,314.862,321.705,295.307,317.075,0.578904,0.578905,0.083115,0.0831274
256,314.863,321.706,295.307,317.076,0.57895,0.578951,0.083115,0.0831274
256,314.863,321.706,295.307,317.076,0.57895,0.578951,0.083115,0.0831274
260,314.869,321.711,295.307,317.08,0.579133,0.579134,0.083115,0.0831274
260,314.869,321.711,295.307,317.08,0.579133,0.579134,0.083115,0.0831274
261,314.87,321.713,295.307,317.081,0.579179,0.57918,0.083115,0.0831274
261,314.87,321.713,295.307,317.081,0.579179,0.57918,0.083115,0.0831274
265,314.875,321.718,295.307,317.085,0.579363,0.579363,0.083115,0.0831274
265,314.875,321.718,295.307,317.085,0.579363,0.579363,0.083115,0.0831274
266,314.877,321.719,295.307,317.086,0.579408,0.579409,0.083115,0.0831274
266,314.877,321.719,295.307,317.086,0.579408,0.579409,0.083115,0.0831274
270,314.882,321.725,295.307,317.089,0.579592,0.579592,0.083115,0.0831274
270,314.882,321.725,295.307,317.089,0.579592,0.579592,0.083115,0.0831274
271,314.883,321.726,295.307,317.09,0.579638,0.579638,0.083115,0.0831274
271,314.883,321.726,295.307,317.09,0.579638,0.579638,0.083115,0.0831274
275,314.888,321.731,295.307,317.094,0.579821,0.579821,0.083115,0.0831274
275,314.888,321.731,295.307,317.094,0.579821,0.579821,0.083115,0.0831274
276,314.89,321.732,295.307,317.095,0.579867,0.579867,0.083115,0.0831274
276,314.89,321.732,295.307,317.095,0.579867,0.579867,0.083115,0.0831274
280,314.895,321.738,295.307,317.099,0.58005,0.580051,0.083115,0.0831274
280,314.895,321.738,295.307,317.099,0.58005,0.580051,0.083115,0.0831274
281,314.896,321.739,295.307,317.099,0.580096,0.580096,0.083115,0.0831274
281,314.896,321.739,295.307,317.099,0.580096,0.580096,0.083115,0.0831274
285,314.901,321.744,295.307,317.103,0.580279,0.58028,0.083115,0.0831274
285,314.901,321.744,295.307,317.103,0.580279,0.58028,0.083115,0.0831274
286,314.903,321.746,295.307,317.104,0.580325,0.580326,0.083115,0.0831274
286,314.903,321.746,295.307,317.104,0.580325,0.580326,0.083115,0.0831274
290,314.908,321.751,295.307,317.108,0.580508,0.580509,0.083115,0.0831274
290,314.908,321.751,295.307,317.108,0.580508,0.580509,0.083115,0.0831274
291,314.909,321.752,295.307,317.109,0.580554,0.580555,0.083115,0.0831274
291,314.909,321.752,295.307,317.109,0.580554,0.580555,0.083115,0.0831274
295,314.914,321.757,295.307,317.112,0.580738,0.580738,0.083115,0.0831274
295,314.914,321.757,295.307,317.112,0.580738,0.580738,0.083115,0.0831274
296,314.916,321.759,295.307,317.113,0.580783,0.580784,0.083115,0.0831274
296,314.916,321.759,295.307,317.113,0.580783,0.580784,0.083115,0.0831274
300,314.921,321.764,295.307,317.117,0.580967,0.580967,0.083115,0.0831274
300,314.921,321.764,295.307,317.117,0.580967,0.580967,0.083115,0.0831274
301,314.922,321.765,295.307,317.118,0.581013,0.581013,0.083115,0.0831274
301,314.922,321.765,295.307,317.118,0.581013,0.581013,0.083115,0.0831274
305,314.928,321.77,295.307,317.122,0.581196,0.581196,0.083115,0.0831274
305,314.928,321.77,295.307,317.122,0.581196,0.581196,0.083115,0.0831274
306,314.929,321.772,295.307,317.123,0.581242,0.581242,0.083115,0.0831274
306,314.929,321.772,295.307,317.123,0.581242,0.581242,0.083115,0.0831274
310,314.934,321.777,295.307,317.126,0.581425,0.581426,0.083115,0.0831274
310,314.934,321.777,295.307,317.126,0.581425,0.581426,0.083115,0.0831274
311,314.935,321.778,295.307,317.127,0.581471,0.581471,0.083115,0.0831274
311,314.935,321.778,295.307,317.127,0.581471,0.581471,0.083115,0.0831274
315,314.941,321.784,295.307,317.131,0.581654,0.581655,0.083115,0.0831274
315,314.941,321.784,295.307,317.131,0.581654,0.581655,0.083115,0.0831274
316,314.942,321.785,295.307,317.132,0.5817,0.581701,0.083115,0.0831274
316,314.942,321.785,295.307,317.132,0.5817,0.581701,0.083115,0.0831274
320,314.947,321.79,295.307,317.136,0.581883,0.581884,0.083115,0.0831275
320,314.947,321.79,295.307,317.136,0.581883,0.581884,0.083115,0.0831275
321,314.948,321.791,295.307,317.137,0.581929,0.58193,0.083115,0.0831275
321,314.948,321.791,295.307,317.137,0.581929,0.58193,0.083115,0.0831275
325,314.954,321.797,295.307,317.14,0.582113,0.582113,0.083115,0.0831275
325,314.954,321.797,295.307,317.14,0.582113,0.582113,0.083115,0.0831275
326,314.955,321.798,295.307,317.141,0.582158,0.582159,0.083115,0.0831275
326,314.955,321.798,295.307,317.141,0.582158,0.582159,0.083115,0.0831275
330,314.96,321.803,295.307,317.145,0.582342,0.582342,0.083115,0.0831275
330,314.96,321.803,295.307,317.145,0.582342,0.582342,0.083115,0.0831275
331,314.962,321.805,295.307,317.146,0.582388,0.582388,0.083115,0.0831275
331,314.962,321.805,295.307,317.146,0.582388,0.582388,0.083115,0.0831275
335,314.967,321.81,295.307,317.15,0.582571,0.582571,0.083115,0.0831275
335,314.967,321.81,295.307,317.15,0.582571,0.582571,0.083115,0.0831275
336,314.968,321.811,295.307,317.151,0.582617,0.582617,0.083115,0.0831275
336,314.968,321.811,295.307,317.151,0.582617,0.582617,0.083115,0.0831275
340,314.973,321.816,295.307,317.154,0.5828,0.582801,0.083115,0.0831275
340,314.973,321.816,295.307,317.154,0.5828,0.582801,0.083115,0.0831275
341,314.975,321.818,295.307,317.155,0.582846,0.582846,0.083115,0.0831275
341,314.975,321.818,295.307,317.155,0.582846,0.582846,0.083115,0.0831275
345,314.98,321.823,295.307,317.159,0.583029,0.58303,0.083115,0.0831275
345,314.98,321.823,295.307,317.159,0.583029,0.58303,0.083115,0.0831275
346,314.981,321.824,295.307,317.16,0.583075,0.583076,0.083115,0.0831275
346,314.981,321.824,295.307,317.16,0.583075,0.583076,0.083115,0.0831275
350,314.986,321.829,295.307,317.164,0.583258,0.583259,0.083115,0.0831275
350,314.986,321.829,295.307,317.164,0.583258,0.583259,0.083115,0.0831275
351,314.988,321.831,295.307,317.164,0.583304,0.583305,0.083115,0.0831275
351,314.988,321.831,295.307,317.164,0.583304,0.583305,0.083115,0.0831275
355,314.993,321.836,295.307,317.168,0.583487,0.583488,0.083115,0.0831275
355,314.993,321.836,295.307,317.168,0.583487,0.583488,0.083115,0.0831275
356,314.994,321.837,295.307,317.169,0.583533,0.583534,0.083115,0.0831275
356,314.994,321.837,295.307,317.169,0.583533,0.583534,0.083115,0.0831275
360,314.999,321.843,295.307,317.173,0.583717,0.583717,0.083115,0.0831275
360,314.999,321.843,295.307,317.173,0.583717,0.583717,0.083115,0.0831275
361,315.001,321.844,295.307,317.174,0.583762,0.583763,0.083115,0.0831275
361,315.001,321.844,295.307,317.174,0.583762,0.583763,0.083115,0.0831275
365,315.006,321.849,295.307,317.177,0.583946,0.583946,0.083115,0.0831275
365,315.006,321.849,295.307,317.177,0.583946,0.583946,0.083115,0.0831275
366,315.007,321.85,295.307,317.178,0.583992,0.583992,0.083115,0.0831275
366,315.007,321.85,295.307,317.178,0.583992,0.583992,0.083115,0.0831275
370,315.013,321.856,295.307,317.182,0.584175,0.584176,0.083115,0.0831275
370,315.013,321.856,295.307,317.182,0.584175,0.584176,0.083115,0.0831275
371,315.014,321.857,295.307,317.183,0.584221,0.584221,0.083115,0.0831275
371,315.014,321.857,295.307,317.183,0.584221,0.584221,0.083115,0.0831275
375,315.019,321.862,295.307,317.187,0.584404,0.584405,0.083115,0.0831275
375,315.019,321.862,295.307,317.187,0.584404,0.584405,0.083115,0.0831275
376,315.02,321.864,295.307,317.188,0.58445,0.584451,0.083115,0.0831275
376,315.02,321.864,295.307,317.188,0.58445,0.584451,0.083115,0.0831275
380,315.026,321.869,295.307,317.191,0.584633,0.584634,0.083115,0.0831275
380,315.026,321.869,295.307,317.191,0.584633,0.584634,0.083115,0.0831275
381,315.027,321.87,295.307,317.192,0.584679,0.58468,0.083115,0.0831275
381,315.027,321.87,295.307,317.192,0.584679,0.58468,0.083115,0.0831275
385,315.032,321.875,295.307,317.196,0.584862,0.584863,0.083115,0.0831275
385,315.032,321.875,295.307,317.196,0.584862,0.584863,0.083115,0.0831275
386,315.033,321.877,295.307,317.197,0.584908,0.584909,0.083115,0.0831275
386,315.033,321.877,295.307,317.197,0.584908,0.584909,0.083115,0.0831275
390,315.039,321.882,295.307,317.201,0.585092,0.585092,0.083115,0.0831275
390,315.039,321.882,295.307,317.201,0.585092,0.585092,0.083115,0.0831275
391,315.04,321.883,295.307,317.202,0.585137,0.585138,0.083115,0.0831275
391,315.04,321.883,295.307,317.202,0.585137,0.585138,0.083115,0.0831275
395,315.045,321.888,295.307,317.205,0.585321,0.585321,0.083115,0.0831275
395,315.045,321.888,295.307,317.205,0.585321,0.585321,0.083115,0.0831275
396,315.047,321.89,295.307,317.206,0.585367,0.585367,0.083115,0.0831275
396,315.047,321.89,295.307,317.206,0.585367,0.585367,0.083115,0.0831275
400,315.052,321.895,295.307,317.21,0.58555,0.585551,0.083115,0.0831275
400,315.052,321.895,295.307,317.21,0.58555,0.585551,0.083115,0.0831275
401,315.053,321.896,295.307,317.211,0.585596,0.585596,0.083115,0.0831275
401,315.053,321.896,295.307,317.211,0.585596,0.585596,0.083115,0.0831275
405,315.058,321.902,295.307,317.215,0.585779,0.58578,0.083115,0.0831275
405,315.058,321.902,295.307,317.215,0.585779,0.58578,0.083115,0.0831275
406,315.06,321.903,295.307,317.216,0.585825,0.585826,0.083115,0.0831275
406,315.06,321.903,295.307,317.216,0.585825,0.585826,0.083115,0.0831275
410,315.065,321.908,295.307,317.219,0.586008,0.586009,0.083115,0.0831275
410,315.065,321.908,295.307,317.219,0.586008,0.586009,0.083115,0.0831275
411,315.066,321.909,295.307,317.22,0.586054,0.586055,0.083115,0.0831275
411,315.066,321.909,295.307,317.22,0.586054,0.586055,0.083115,0.0831275
415,315.071,321.915,295.307,317.224,0.586237,0.586238,0.083115,0.0831275
415,315.071,321.915,295.307,317.224,0.586237,0.586238,0.083115,0.0831275
416,315.073,321.916,295.307,317.225,0.586283,0.586284,0.083115,0.0831275
416,315.073,321.916,295.307,317.225,0.586283,0.586284,0.083115,0.0831275
420,315.078,321.921,295.307,317.229,0.586467,0.586467,0.083115,0.0831275
420,315.078,321.921,295.307,317.229,0.586467,0.586467,0.083115,0.0831275
421,315.079,321.923,295.307,317.23,0.586512,0.586513,0.083115,0.0831275
421,315.079,321.923,295.307,317.23,0.586512,0.586513,0.083115,0.0831275
425,315.084,321.928,295.307,317.233,0.586696,0.586696,0.083115,0.0831275
425,315.084,321.928,295.307,317.233,0.586696,0.586696,0.083115,0.0831275
426,315.086,321.929,295.307,317.234,0.586742,0.586742,0.083115,0.0831275
426,315.086,321.929,295.307,317.234,0.586742,0.586742,0.083115,0.0831275
430,315.091,321.934,295.307,317.238,0.586925,0.586926,0.083115,0.0831275
430,315.091,321.934,295.307,317.238,0.586925,0.586926,0.083115,0.0831275
431,315.092,321.936,295.307,317.239,0.586971,0.586971,0.083115,0.0831275
431,315.092,321.936,295.307,317.239,0.586971,0.586971,0.083115,0.0831275
435,315.098,321.941,295.307,317.243,0.587154,0.587155,0.083115,0.0831275
435,315.098,321.941,295.307,317.243,0.587154,0.587155,0.083115,0.0831275
436,315.099,321.942,295.307,317.244,0.5872,0.587201,0.083115,0.0831275
